naAromAtom,nAromBond,BCUTc-1l,BCUTc-1h,BCUTp-1h,nBondsM,SpMin1_Bhm,SpMin2_Bhm,SpMin3_Bhm,SpMin4_Bhm,SpMax1_Bhv,SpMax2_Bhv,SpMin1_Bhv,SpMax1_Bhe,SpMax3_Bhe,SpMin1_Bhe,SpMin2_Bhe,SpMin4_Bhe,SpMin6_Bhe,SpMax1_Bhp,SpMax2_Bhp,SpMax3_Bhp,SpMin1_Bhp,SpMax1_Bhi,SpMin1_Bhi,SpMin2_Bhi,nAtomP,MDEC-33,MDEN-22,MDEN-23,piPC5,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,nTRing,Name
0,0,-0.3898771899359594,0.2764688962717798,11.265316320156753,7.0,1.95571167885675,1.868729280214156,1.824843473338049,1.7040106286011865,3.8788124044546826,3.7280128838744178,1.992401976787146,3.981613930971805,3.676293030068312,1.8851593085369531,1.738157118613206,1.4818487990392513,1.2892520371638423,3.8657433294077954,3.7245063730270975,3.504032743660749,2.0027874195991493,4.011570857390477,1.8576792796075767,1.7065896586961262,17,6.3171437323128785,1.3103706971044486,0.7952707287670507,5.843544417031361,6.637258031284458,7.007600613951852,7.311218384419629,7.610357618312838,8.8065738205036,4.5452688904016325,5.0,0
0,0,-0.3751435835082997,0.25607593164737275,11.282885737348616,7.0,1.8954225366096824,1.8654145204777048,1.6478314209697125,1.6048792801672165,3.824180311192257,3.7184867676739577,1.9413426501271789,3.942460155939147,3.683835153928624,1.8373492903495552,1.7384613173245596,1.4277219751499457,1.0668084842188028,3.8323446291083467,3.6939032482200287,3.4771774136003337,1.958138077772258,3.9923661920182116,1.8222733466637853,1.697226113107949,11,7.290893283652661,0.33333333333333337,2.8904774519969885,5.605802066295998,6.154858094016419,6.483107351457199,6.748759547491679,6.906754778648554,8.293049139768444,3.5574354407836157,5.0,1
0,0,-0.3017233716370514,0.2667924515800037,10.95983260098926,9.0,1.9514510213838656,1.9375161363098787,1.912442633542068,1.748246846323085,3.8463524195864345,3.744064884001137,1.980506744791808,3.948767136044532,3.773315459791752,1.8403653017815,1.8137866936939155,1.6590543850647277,1.3393950952624754,3.8385647544856334,3.727386115644285,3.628444963352353,1.9893394613066933,3.992440122930693,1.811268962656224,1.7700675790407618,11,9.792176965949276,0.8723878569318979,2.0484873378438766,5.817111159963203,6.336825731146441,6.610696044717759,6.912742820493176,7.160069207596128,8.491465042843506,3.3951219512195117,5.0,2
0,0,-0.2792560031694271,0.2814409632810408,12.569376039878426,6.0,1.7403904835748778,1.6973014980128875,1.6425599239432205,1.6097581852562628,3.818555838522097,3.6951792319742354,1.7808742275472564,3.896079984043885,3.7623138337421578,1.6081765277770108,1.5683003207639377,1.4476456291049518,1.071974949959546,3.8763159816773634,3.721215957528922,3.6451230108800745,1.813463183344224,3.9243717425867217,1.586790716651747,1.530159137434817,12,8.906835443229504,0.8772053214638599,0.7841369378620653,5.135798437050261,5.703782474656202,5.9053618480545715,6.089044875446847,6.218600119691728,7.762170607138205,3.0,4.0,3
0,0,-0.37853513028504415,0.22423453705397126,10.947565674634935,10.0,1.903130253503282,1.857467961344505,1.7639445623582721,1.5894719690516932,3.8971243501696224,3.7648106664746974,1.933390387064444,3.99064835060897,3.712495361085698,1.8298654753177717,1.7293017984462618,1.4579053604236538,1.3299304946465522,3.8892340705480213,3.7458056624494978,3.503882768511198,1.9459765186651727,4.0308759286615015,1.8062594756786965,1.6887668758075038,24,7.739215539104728,1.200936955176003,3.2230111907247663,5.976350909297934,6.8243736700430855,7.297768282531379,7.490529402060711,7.91753635394363,9.044757931186505,5.641145139813582,7.0,4
0,0,-0.327886868666823,0.4195102812164596,11.363770482120184,12.0,1.9859997397843197,1.9227376348601628,1.906425218434164,1.7422063211591543,3.8792393027033487,3.8607380932135777,2.0114647018453984,3.966956273329134,3.807206938187929,1.9088586471380704,1.861901401995444,1.5900832527110302,1.4525836511201218,3.8722976141979886,3.855186674177885,3.6855495979849042,2.016837909049157,4.0038055824140315,1.8867693365245168,1.8455086799211824,17,12.194505992806766,0.5984084805885755,1.7146594070385748,6.194405391104673,6.872128101338986,7.2041492920359405,7.497207223203317,7.714677473800927,9.011401509358793,4.243915069911963,6.0,5
0,0,-0.3017685372850201,0.15948964466798365,10.989900298642349,9.0,1.9476430259636903,1.90517110218662,1.7562465434523105,1.7241710785035278,3.854864379269594,3.742900837406944,1.975121902849145,3.9455281907805215,3.7584454438839376,1.839563601887556,1.811092727854832,1.525826084687412,1.2843066097706424,3.854249929878324,3.730083389261734,3.6291095941889178,1.9816516988141828,3.987431863508621,1.8212287999812575,1.7659362335820754,11,6.642373604634902,0.5984084805885755,1.7146594070385748,5.7745515455444085,6.2519038831658875,6.53813982376767,6.823286122355688,7.0825485693553,8.420241665339788,3.3934181002243835,5.0,6
0,0,-0.2986885534917945,0.2441407741704441,11.90956691944968,16.0,1.9785068199706983,1.918225301628138,1.8962646863329828,1.8656031414132856,3.9233520274092077,3.8976182899888934,2.029250311271372,4.033805020138025,3.8493444785208055,1.9048476203557363,1.8670394678033857,1.7512647664630383,1.3900137731835047,4.059236802662294,3.8870264641595775,3.786376439510689,1.9898570898622276,4.0389084893520035,1.9206770457076607,1.8436310904420643,24,10.281399173899963,1.8143329997322382,2.0193224777240584,6.326149473155099,7.034387929915503,7.457609289715606,7.867488568699128,8.258163361537619,9.339436945310592,5.351364063969896,14.0,7
0,0,-0.301783858395485,0.4194910495240768,11.004734175196118,9.0,1.9576708644289704,1.9374927391213936,1.9162950408792168,1.829094729076436,3.8732101086699102,3.7705529536528886,1.9849983831981013,3.9616363533752335,3.786261267916404,1.8629444214849809,1.8322752308782155,1.6886804270792872,1.3309563713256858,3.864850564576926,3.7589682401116478,3.6524382345961808,1.9901912631687493,3.9984715086273823,1.8459420262267932,1.7911865303493284,11,9.792176965949276,0.5984084805885755,1.7146594070385748,5.902633333401367,6.437751649736401,6.744059186311348,7.0587581525186645,7.273092595999522,8.607764889600624,3.4057249533291847,5.0,8
0,0,-0.3944172038805875,0.1653315056213561,12.09977682093253,9.0,1.9339260804309264,1.7762814092010353,1.6875041763350471,1.6537601204958383,3.9150468089681056,3.7139640121593662,1.933192741456737,3.9778284494301137,3.721363374839509,1.8731208957254668,1.5652631655719391,1.438122859517462,1.3024695513419524,3.9302197621523116,3.733454491424136,3.5320965539302094,1.9311373504334797,3.9974395794074313,1.8610140293150312,1.523732958201249,21,10.832817192317233,1.1070622886562729,1.9846732001361456,5.902633333401367,6.74993119378857,7.170888478512505,7.546446273746024,7.918264686095274,9.016876974763383,5.4605699138502315,8.0,9
