nN,ATSC3c,AATSC2v,AATSC2p,AATSC3i,AATSC8s,MATS2c,MATS2v,MATS2p,MATS3i,MATS8s,GATS4c,GATS8m,GATS7e,GATS8i,GATS8s,VE2_DzZ,VE2_Dzm,VE2_Dze,VE2_Dzi,nBondsT,SpMin4_Bhm,SpMax3_Bhe,SpMin3_Bhp,SpMax2_Bhi,SpMin6_Bhs,C1SP2,C1SP3,SCH-5,SCH-6,SCH-7,VCH-6,SPC-6,SP-4,SP-6,ASP-1,ASP-3,ASP-4,ASP-5,ASP-7,VE1_Dt,VE2_Dt,nHBd,nHBint2,nHBint3,nHBint8,nHssNH,nHaaCH,naaCH,naasC,nssNH,naaN,nsssN,SHBd,SHBint2,SHssNH,SHaaCH,SaaN,SsssN,minHBint9,mintsC,mindssC,minsNH2,mintN,mindsN,minssO,maxHBint2,maxHBint7,maxtsC,maxdssC,maxsNH2,maxtN,maxdsN,hmin,ETA_Shape_Y,ETA_BetaP_s,nHBDon,IC1,IC2,IC3,SIC2,BIC2,ZMIC2,ZMIC3,nAtomLC,nAtomLAC,MDEC-13,MDEC-33,MDEN-13,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,MPC9,MPC10,TPC,piPC6,piPC8,piPC10,n7Ring,nFRing,nF11Ring,nFG12Ring,nT9Ring,nT11Ring,nTG12Ring,nHeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,nF9HeteroRing,nF11HeteroRing,nFG12HeteroRing,nT5HeteroRing,nT6HeteroRing,nT9HeteroRing,nT11HeteroRing,nTG12HeteroRing,nRotB,RotBFrac,LipinskiFailures,topoRadius,topoDiameter,GGI5,VE1_D,VE2_D,MWC8,MWC9,MWC10,XLogP,pChemBL
9.0,0.254683108,5.289380145,0.026095865,0.324633326,0.11296232,-0.014342539,0.11735984099999999,0.102157205,0.127504921,0.035468199,0.9483296309999999,0.819488764,0.6942931379999999,1.130668207,0.77362736,0.010751928999999999,0.010826748,0.013710475,0.01419778,0.0,1.652379995,3.869795298,1.898026613,3.9496394969999997,1.310615504,5.0,10.0,0.096225045,0.5006306620000001,0.720187117,0.176023898,15.88637325,11.42766131,6.97196334,0.42649592700000005,0.17031304100000003,0.10680057300000001,0.068622498,0.026600637000000003,0.012508548999999999,0.00033806900000000003,1.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,0.0,4.0,3.0,0.668232006,0.0,0.0,2.1630460780000003,16.54722553,5.625167431,0.0,0.0,0.0,5.44550689,0.0,0.0,5.433663846,0.0,0.0,0.0,0.0,5.44550689,0.0,0.0,-0.055137310999999994,0.30374,0.73649,1.0,3.798578084,4.762528733,5.096172384,0.7967719090000001,0.7588327490000001,39.56327639,36.99916793,4.0,0.0,0.65328895,6.8453656579999995,0.415080952,79.0,107.0,143.0,165.0,209.0,253.0,300.0,356.0,1752.0,6.9285837279999996,8.005067243,8.834868778999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,0.146341463,1.0,8.0,16.0,1.893055556,0.327436007,0.008849622,10.72293693,11.62495867,12.54379767,0.018000000000000002,7.99
9.0,0.113864489,5.764931662,0.020017635,0.21521146300000002,0.120256796,0.013973048,0.120230805,0.08020701,0.133617917,0.088164047,0.854197766,0.846395205,0.7732993570000001,1.231012322,0.515883874,0.006259859,0.006257779000000001,0.00931072,0.010151544,0.0,1.6501848419999998,3.820162266,1.870550406,3.963397021,1.405345975,6.0,9.0,0.096225045,0.488144836,0.787867558,0.161590141,14.68430381,10.98119981,6.594494362000001,0.42783825,0.173218414,0.10765882199999999,0.06941570700000001,0.026588146,0.17046672899999998,0.004870478,1.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,0.0,4.0,3.0,0.599796632,0.0,0.0,2.519604844,18.14172914,6.229659907,0.0,0.0,0.0,5.67038744,0.0,0.0,5.542207022,0.0,0.0,0.0,0.0,5.67038744,0.0,0.0,-0.18604181,0.34076999999999996,0.7285699999999999,1.0,3.6792970780000003,4.8585659,5.010081051,0.803813551,0.767434795,35.72840383,34.61462504,4.0,0.0,4.0376373889999995,6.732929663999999,0.415080952,76.0,102.0,138.0,157.0,196.0,233.0,271.0,329.0,1634.0,6.833250594,7.886307528,8.703863352,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,0.128205128,1.0,8.0,16.0,1.511111111,0.13267035,0.003790581,10.64896624,11.552790199999999,12.46460265,-0.561,6.61
9.0,0.11410422099999999,5.399416842000001,0.020392086,0.22882075100000002,0.126390015,-0.00133425,0.113346048,0.081464186,0.140451465,0.0895474,0.865940182,0.842389066,0.849585321,1.054015905,0.510710375,0.008064944000000001,0.00806285,0.011165582,0.012009071999999999,0.0,1.653277115,3.819303539,1.8705609909999998,3.958861679,1.379669354,6.0,9.0,0.096225045,0.5006306620000001,0.7598695540000001,0.16908163699999998,12.98963679,11.00008435,6.5659269,0.42828968799999995,0.172834383,0.11111196300000001,0.068513105,0.026915334,0.147264974,0.004331323,1.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,0.0,4.0,3.0,0.60267645,0.0,0.0,2.5379100130000003,18.06089768,6.1663240020000005,0.0,0.0,0.0,5.657746119,0.0,0.0,5.528652015,0.0,0.0,0.0,0.0,5.657746119,0.0,0.0,-0.106180699,0.32008000000000003,0.73529,1.0,3.697096345,4.886342527,5.223156511,0.8174859790000001,0.778560496,33.73245574,31.34950487,4.0,0.0,1.9171929769999998,5.215232921,0.415080952,73.0,99.0,127.0,151.0,184.0,226.0,260.0,313.0,1561.0,6.822418635,7.868101771,8.676660516,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,0.131578947,1.0,8.0,16.0,1.622222222,0.193998289,0.005705831999999999,10.59660973,11.4896466,12.40456688,-1.021,6.92
10.0,0.326493286,7.887408526000001,0.041140283,0.14431445199999998,0.072590092,-0.120029027,0.16821011600000002,0.20225184899999998,0.092002664,0.081355756,0.814716308,0.871841725,0.6878222509999999,0.94131307,0.591933056,0.015502603,0.015503452,0.015509618999999999,0.015234998000000001,0.0,1.715692934,3.768207411,1.870485966,3.883443698,1.3729013719999998,7.0,10.0,0.096225045,0.515922614,0.716733046,0.17825680800000002,11.16472801,10.92075266,6.518391604,0.434808465,0.17730489100000002,0.112585079,0.070388668,0.02755743,0.13613101800000002,0.0038894579999999997,1.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,0.0,4.0,4.0,0.601956755,0.0,0.0,2.5374563969999997,18.15498845,8.418640135,0.0,0.0,0.18313396,5.672126286,0.0,0.0,5.545786681,0.0,0.0,0.0,0.18313396,5.672126286,0.0,0.0,-0.08657421800000001,0.34021,0.75,1.0,3.503086091,4.614086019,5.028629862,0.7606360329999999,0.728817975,36.80591855,32.64518692,6.0,2.0,1.38058327,4.850526469,0.463167919,72.0,97.0,128.0,148.0,184.0,225.0,259.0,305.0,1547.0,6.813667789,7.859838377999999,8.660106413,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,7.0,0.179487179,1.0,9.0,18.0,1.531944444,0.316366252,0.009039036,10.52640002,11.41882355,12.32091358,-1.761,6.32
9.0,0.20260824,4.640133938,0.026944122,0.141499497,0.112270058,-0.021665321,0.097406972,0.10763886,0.08685318800000001,0.079683361,0.9150717690000001,0.8653451759999999,0.8029754929999999,1.1229921459999999,0.532378484,0.009094157,0.009091417,0.013056048,0.014184025,0.0,1.660376556,3.8198508839999996,1.870555349,3.9576583139999997,1.3534596269999999,6.0,11.0,0.096225045,0.515922614,0.71028719,0.17825680800000002,11.60327689,10.46006306,6.435547607999999,0.43223644,0.179311907,0.11010592699999999,0.06967523099999999,0.027529891,0.143254716,0.004213374000000001,1.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,0.0,4.0,3.0,0.603355463,0.0,0.0,2.543112363,18.0474723,6.17699787,0.0,0.0,0.0,5.655909833,0.0,0.0,5.526700465,0.0,0.0,0.0,0.0,5.655909833,0.0,0.0,-0.08513478099999999,0.2887,0.73529,1.0,3.6351894469999997,4.711019011,5.0446626619999995,0.788154323,0.7506254990000001,36.09458633,33.53047788,5.0,0.0,0.5262555729999999,4.712908136999999,0.415080952,73.0,95.0,126.0,148.0,184.0,221.0,255.0,305.0,1534.0,6.818052784,7.8613809329999995,8.667361397999999,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,0.15789473699999998,1.0,9.0,17.0,1.538888889,0.25356227800000003,0.007457714,10.56315551,11.45892324,12.36582049,-1.123,7.01
9.0,0.12845424800000002,5.77365456,0.024572597,0.24875974,0.100253525,0.0034118779999999997,0.11691997400000001,0.079535728,0.149804468,0.06867122,0.86139464,1.17617358,0.9291808420000001,1.084480493,0.533290301,0.009993451,0.009996182,0.013285096000000001,0.0141433,0.0,1.619802271,3.823004725,1.870227413,3.945323878,1.332259791,6.0,9.0,0.07856742,0.559323747,0.808792365,0.220454421,12.81021639,10.580182,6.729208047999999,0.428732761,0.17477888800000002,0.107961041,0.068073511,0.026356331,0.08815691199999999,0.00259285,1.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,0.0,4.0,3.0,0.599435709,0.0,0.0,1.9388105080000002,18.30880771,6.223047632999999,0.0,0.0,0.0,5.681473968,0.0,0.0,5.553891216,0.0,0.0,0.0,0.0,5.681473968,0.0,0.0,-0.115213333,0.30418,0.73529,1.0,3.731835123,4.643983304,4.960975803999999,0.7861976159999999,0.74672093,39.60254588,37.15543093,4.0,0.0,0.7002082479999999,6.829479999,0.415080952,74.0,98.0,133.0,158.0,195.0,238.0,280.0,319.0,1623.0,6.8851421429999995,7.934893943,8.732649774,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,0.131578947,1.0,8.0,16.0,1.906944444,0.253586028,0.0074584130000000005,10.6165599,11.52149861,12.43834639,-0.662,8.09
9.0,0.111869353,6.280925159,0.023995205,0.256237155,0.10784192,0.002049146,0.131850914,0.095858255,0.15727980800000002,0.076568605,0.85644751,0.754057115,0.6975310379999999,0.928281282,0.480388287,0.009814711,0.009812685,0.01324876,0.014130508,0.0,1.7027966,3.8267661630000003,1.871221815,3.945432905,1.352660679,5.0,10.0,0.07856742,0.559323747,0.808792365,0.19635539600000002,12.81021639,10.580182,6.729208047999999,0.428732761,0.17477888800000002,0.107961041,0.068073511,0.026356331,0.08815691199999999,0.00259285,1.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,0.0,4.0,3.0,0.599898672,0.0,0.0,1.943593671,18.19515673,6.145050591,0.0,0.0,0.0,5.672122116000001,0.0,0.0,5.54234572,0.0,0.0,0.0,0.0,5.672122116000001,0.0,0.0,-0.112319814,0.32008000000000003,0.73529,1.0,3.623251947,4.699036669,5.000934289,0.786149675,0.7487163040000001,36.18490216,33.74705656,4.0,0.0,2.455664137,6.829479999,0.415080952,74.0,98.0,133.0,158.0,195.0,238.0,280.0,319.0,1623.0,6.8851421429999995,7.934893943,8.732649774,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,0.131578947,1.0,8.0,16.0,1.906944444,0.253586028,0.0074584130000000005,10.6165599,11.52149861,12.43834639,-0.9840000000000001,7.81
9.0,0.12642009199999998,5.622341623,0.023217055,0.227431045,0.12433452,0.010377733,0.117512455,0.08719968300000001,0.13855052,0.08543898300000001,0.880135565,1.412799149,0.945147162,1.090716177,0.509765155,0.01077043,0.010775363999999999,0.013948733,0.014743359,0.0,1.6302238919999998,3.819325894,1.870458534,3.9453913999999997,1.320396869,6.0,9.0,0.096225045,0.49324215299999996,0.761768324,0.174090141,13.1650804,10.70184737,6.695293846,0.428732761,0.17385694399999999,0.108099468,0.067691525,0.026458176,0.094439358,0.002777628,1.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,0.0,4.0,3.0,0.59670037,0.0,0.0,1.8781204130000002,18.355664800000003,6.168861305,0.0,0.0,0.0,5.696283376,0.0,0.0,5.550423756,0.0,0.313374614,0.0,0.0,5.696283376,0.0,0.0,-0.10469868,0.31584,0.74265,1.0,3.731835123,4.643983304,4.960975803999999,0.7861976159999999,0.74672093,37.83047871,35.38336375,4.0,0.0,0.6782392740000001,7.172670442,0.415080952,74.0,99.0,133.0,159.0,195.0,234.0,268.0,319.0,1609.0,6.894970778999999,7.924383306,8.702219745,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,5.0,0.131578947,1.0,8.0,16.0,1.65,0.28842598399999997,0.008483117,10.62130296,11.52642395,12.44446337,-1.0,8.28
5.0,0.149299821,0.06544702200000001,0.0024703679999999997,-0.062753091,-0.0027914090000000003,-0.02593416,0.001299249,0.010904813999999999,-0.03871081,-0.004977763,1.032940704,1.032544399,1.257564429,1.004169183,1.123459335,0.00688258,0.006883202,0.006881254,0.007110038000000001,0.0,1.7708437469999998,3.82749628,1.90483266,4.10399682,1.261961752,5.0,1.0,0.096225045,0.506873575,0.7848688659999999,0.159166698,9.652789133999999,10.07708535,5.543426972000001,0.433423898,0.17865998600000002,0.115828567,0.075849397,0.032497572999999995,0.029815481,0.00096179,3.0,0.0,1.0,0.0,0.0,13.0,13.0,5.0,0.0,2.0,0.0,1.278308748,0.0,0.0,6.86096332,8.48482377,0.0,3.132589452,0.0,0.0,5.958559887000001,0.0,0.0,5.969675034,0.0,0.0,0.0,0.0,6.352277042000001,0.0,0.0,-0.19844246,0.33708,0.6451600000000001,3.0,3.565649534,4.8282375019999995,5.444611807999999,0.838980345,0.782543953,30.78986506,24.92459052,5.0,3.0,0.0,9.387937083999999,0.0,66.0,87.0,108.0,112.0,128.0,139.0,148.0,150.0,1053.0,6.874537761,7.783791889,8.398735123,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,0.171428571,0.0,9.0,17.0,0.8475,0.08152092400000001,0.0026297070000000002,10.38006329,11.25789127,12.14120874,3.9960000000000004,6.73
4.0,0.212279695,-0.46029066700000004,-0.000914179,0.000935026,0.025915621,-0.125588506,-0.008957718,-0.003946651,0.000593862,0.053628747000000004,1.132740386,1.010830585,1.4443691280000002,1.076407033,1.027444724,0.008511295,0.008512266,0.008513118,0.008621412,0.0,1.7765218409999999,3.8464422160000002,1.916376567,4.1035635489999995,1.29772483,5.0,1.0,0.096225045,0.506873575,0.77575305,0.159166698,9.991955483,10.30913703,5.821281712999999,0.436328923,0.178254037,0.114545967,0.075568726,0.031991625,0.041578271,0.001299321,2.0,0.0,1.0,0.0,0.0,13.0,13.0,5.0,0.0,2.0,0.0,0.744756512,0.0,0.0,6.770596062,8.73173735,0.0,0.0,0.0,0.0,6.389861917999999,0.0,0.0,6.035763889,0.0,0.0,0.0,0.0,6.389861917999999,0.0,0.0,-0.22958191600000002,0.32397,0.63281,2.0,3.5348838330000003,4.8780852789999996,5.543874787999999,0.839984011,0.78314774,31.60344674,24.06938945,5.0,3.0,1.688070399,9.917146775,0.0,68.0,90.0,114.0,118.0,135.0,151.0,157.0,157.0,1108.0,6.9205635270000005,7.849733555,8.441011737,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,0.194444444,1.0,9.0,17.0,0.9863888890000001,0.141890281,0.0044340709999999995,10.41466312,11.29674511,12.18153915,5.3839999999999995,8.7
5.0,0.19966359399999997,-1.059612587,-0.001404637,-0.052710267000000005,0.004468756,-0.131760075,-0.02094471,-0.00614528,-0.032753259,0.009776205999999999,1.0912731820000001,0.9908137579999999,1.19712015,1.0109879990000001,1.035810524,0.007945904,0.007948257,0.007947684,0.00837927,0.0,1.81118479,3.9073849419999998,1.962650681,4.108278964,1.362672766,6.0,1.0,0.096225045,0.608935648,0.823865572,0.184011898,10.69138926,11.75652781,6.642902975,0.432328764,0.178638252,0.11526007699999999,0.07554283,0.031623724,0.057131466,0.001586985,2.0,0.0,1.0,0.0,0.0,17.0,17.0,6.0,0.0,3.0,0.0,0.744725007,0.0,0.0,9.141696675,13.10999426,0.0,0.0,0.0,0.0,6.4081759389999995,0.0,0.0,6.041593669,0.0,0.0,0.0,0.0,6.4081759389999995,0.0,0.0,-0.22523511100000002,0.31731,0.64583,2.0,3.37697591,4.6328166280000005,5.557706395,0.781153567,0.725725443,39.18861858,26.91001049,5.0,3.0,0.0,10.72729998,0.0,77.0,102.0,131.0,138.0,164.0,186.0,209.0,227.0,1368.0,7.162445946,8.209108562,9.114330318,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,7.0,0.17073170699999998,1.0,10.0,20.0,1.062777778,0.10834692900000001,0.003009637,10.52939925,11.40901945,12.29212648,5.479,6.91
4.0,0.271084278,-0.8910590690000001,-0.002681968,-0.06096933,0.00861428,-0.15437943199999998,-0.017454128,-0.011032166999999999,-0.038797664,0.018717793,1.065998778,1.036098785,1.615647599,0.952788247,1.113141717,0.0072588390000000004,0.007263623,0.007125715,0.007311491999999999,0.0,1.768318733,3.831742082,1.8931192369999998,4.098608318,1.279020175,5.0,1.0,0.096225045,0.506873575,0.795681909,0.159166698,9.474559145,9.903545109,5.643735789,0.433423898,0.179802121,0.115157501,0.075879966,0.032354202,0.023249015,0.000749968,2.0,0.0,1.0,0.0,0.0,13.0,13.0,5.0,0.0,2.0,0.0,0.737603432,0.0,0.0,6.6613219,8.803891077000001,0.0,0.22319271300000001,0.0,0.0,6.413391302000001,0.0,0.0,6.142241906000001,0.0,0.0,0.0,0.0,6.413391302000001,0.0,0.0,-0.25748567,0.33008000000000004,0.6451600000000001,2.0,3.5588224619999997,4.699687795,5.416691882,0.82444303,0.766759796,34.03761167,25.65078596,5.0,3.0,0.0,9.858374239,0.0,66.0,86.0,109.0,113.0,126.0,140.0,151.0,156.0,1062.0,6.869777543,7.7745553670000005,8.416178255,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,0.171428571,1.0,9.0,17.0,1.007222222,0.074410957,0.002400353,10.37552037,11.25390859,12.13505451,5.007,7.92
4.0,0.1816055,-0.917239825,-0.00011206600000000001,-0.09032395300000001,-0.0034256079999999997,-0.073453657,-0.018463683,-0.000482018,-0.044713946,-0.002789733,1.017007357,1.022127416,1.091814819,0.947531192,1.113024127,0.007019191,0.0070518230000000005,0.007000763,0.0072176259999999996,0.0,1.7696544930000002,3.8265342589999998,1.902088701,4.102063169,1.2446402890000001,5.0,1.0,0.096225045,0.506873575,0.7936976790000001,0.159166698,9.374254907000001,9.921202734,5.596250884,0.432942848,0.17938887399999998,0.11536282199999999,0.076240367,0.032557538999999996,0.013344701,0.000430474,2.0,0.0,1.0,0.0,0.0,13.0,13.0,5.0,0.0,2.0,0.0,0.7633817420000001,0.0,0.0,7.186567165,7.990996609,0.0,0.0,0.0,0.0,6.328608403,0.0,0.0,5.929675034,0.0,0.0,0.0,0.0,6.328608403,0.0,0.0,-0.18844246,0.3397,0.6451600000000001,2.0,3.5588224619999997,4.699687795,5.416691882,0.82444303,0.766759796,33.16062094,24.77379523,5.0,3.0,0.0,9.161518773,0.0,65.0,86.0,109.0,112.0,126.0,140.0,149.0,149.0,1051.0,6.874537761,7.790881795,8.394880772999999,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,0.171428571,0.0,9.0,17.0,0.8683333329999999,0.077596049,0.002503098,10.36359866,11.23910685,12.12007348,4.87,8.46
5.0,0.122168075,0.06544702200000001,0.0024703679999999997,-0.045390394,0.005431545,-0.01760785,0.001299249,0.010904813999999999,-0.028000197,0.009685768,0.975972572,1.011684917,1.253627418,0.9838829370000001,1.100763187,0.006791622,0.006792245,0.0067902380000000005,0.00702308,0.0,1.770843163,3.8264028110000003,1.904165608,4.101992038000001,1.266971434,5.0,1.0,0.096225045,0.506873575,0.7936976790000001,0.159166698,9.374254907000001,9.921202734,5.596250884,0.432942848,0.17938887399999998,0.11536282199999999,0.076240367,0.032557538999999996,0.013344701,0.000430474,3.0,0.0,1.0,0.0,0.0,13.0,13.0,5.0,0.0,2.0,0.0,1.291887262,0.0,0.0,6.865162582999999,8.48482377,0.0,3.213648772,0.0,0.0,5.8262280660000005,0.0,0.0,5.969675034,0.0,0.0,0.0,0.0,6.352277042000001,0.0,0.0,-0.19844246,0.33708,0.6451600000000001,3.0,3.565649534,4.754163428,5.444611807999999,0.826108838,0.770538285,32.45870395,24.22924098,5.0,3.0,0.0,9.161518773,0.0,65.0,86.0,109.0,112.0,126.0,140.0,149.0,149.0,1051.0,6.874537761,7.790881795,8.394880772999999,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6.0,0.171428571,0.0,9.0,17.0,0.8683333329999999,0.077596049,0.002503098,10.36359866,11.23910685,12.12007348,3.9960000000000004,8.47
4.0,0.20514533399999998,-1.9374254659999999,-0.006698988,-0.084760815,0.006844628,-0.137488112,-0.03757203,-0.028766512,-0.054284637000000004,0.016029022,1.14801966,0.994795141,1.2270101340000001,1.001721732,1.0425024170000001,0.007778706999999999,0.007781528,0.00778364,0.008122114,0.0,1.8281492469999998,3.9142956030000002,1.963518874,4.108282785,1.371026025,4.0,1.0,0.096225045,0.608935648,0.823865572,0.191241713,10.69138926,11.75652781,6.642902975,0.432328764,0.178638252,0.11526007699999999,0.07554283,0.031623724,0.057131466,0.001586985,2.0,0.0,1.0,0.0,0.0,18.0,18.0,6.0,0.0,2.0,0.0,0.741386841,0.0,0.0,9.189827053,9.049140761,0.0,0.0,0.0,0.0,6.4120821889999995,0.0,0.0,6.047510827999999,0.0,0.0,0.0,0.0,6.4120821889999995,0.0,0.0,-0.228193691,0.31549,0.63194,2.0,3.2607961580000002,4.373034618999999,5.309451658,0.734445825,0.68319278,46.30160935,29.90337914,5.0,3.0,0.0,10.72729998,0.0,77.0,102.0,131.0,138.0,164.0,186.0,209.0,227.0,1368.0,7.162445946,8.209108562,9.114330318,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,7.0,0.17073170699999998,1.0,10.0,20.0,1.062777778,0.10834692900000001,0.003009637,10.52939925,11.40901945,12.29212648,7.507999999999999,6.52
4.0,-0.5567253529999999,-0.979303168,0.002072446,-0.054993743,-0.458438544,0.114696688,-0.02012382,0.006859731,-0.026690722000000004,-0.17319201,0.537887946,0.646116011,0.952993047,0.912239727,1.265823403,0.001077464,0.000981995,0.002122579,0.002780922,0.0,1.4500023430000002,3.608886695,1.756938685,3.8771845480000002,0.8603822109999999,4.0,4.0,0.0,0.23814483600000003,0.398558465,0.08583723800000001,6.786185405,7.093036804,3.622470085,0.44474223700000004,0.190479647,0.12443924199999999,0.079616272,0.034068573,0.09224638,0.003689855,2.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,1.015980154,12.20862546,1.015980154,1.808541409,0.0,1.955622985,2.536803992,0.0,-0.313572951,0.0,0.0,4.3760526660000005,5.28922138,6.359425095,2.836939961,0.0,0.544052435,0.0,0.0,4.3760526660000005,0.06782429,0.31917,0.68,2.0,3.992328384,4.6074327969999995,4.7721861510000005,0.8599884409999999,0.8163625440000001,32.46670231,31.86680588,4.0,2.0,0.0,5.460497944,0.0,45.0,57.0,69.0,68.0,69.0,72.0,71.0,74.0,614.0,5.459585514,5.649414282,5.914516006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.185185185,0.0,7.0,14.0,0.875,0.09721942,0.003888777,9.94352524,10.78615945,11.65039783,1.8230000000000002,7.42
7.0,0.07802104900000001,5.015589316,0.046903025,-0.0025159379999999997,0.165519382,0.060646567,0.10278518,0.178663092,-0.0014821270000000002,0.11631271800000001,1.008194772,0.8523348559999999,0.669058006,1.102850655,0.790880142,0.003596942,0.0036015340000000004,0.00026686900000000004,0.000467356,0.0,1.6874192,3.872948159,1.9010677930000002,4.031280978,1.27750291,5.0,4.0,0.0,0.41666666700000005,0.514267366,0.13888888900000002,13.07628022,11.09690274,6.3736006089999995,0.436296454,0.18016626100000002,0.114401059,0.073243019,0.02975752,0.09722940599999999,0.0027008170000000003,1.0,0.0,0.0,0.0,0.0,12.0,12.0,8.0,0.0,4.0,2.0,0.605837143,0.0,0.0,6.928876756,17.14291016,3.747484922,1.00182584,0.0,0.0,5.573905215,0.0,0.0,5.25295075,0.0,0.0,0.0,0.0,5.573905215,0.0,0.0,-0.099503003,0.28015999999999996,0.68056,1.0,3.67125889,4.594511518,5.151888567,0.774694824,0.726757952,39.27856152,33.96564156,3.0,0.0,0.951853917,4.9934777310000005,0.19245009,77.0,97.0,127.0,137.0,162.0,178.0,200.0,212.0,1323.0,6.791045886,7.559820014,8.142404283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.15,0.0,10.0,20.0,1.5208333330000001,0.010351202,0.00028753299999999997,10.57594721,11.46624258,12.36118144,2.41,6.58
4.0,-0.43006848200000003,-3.369655719,-0.020608685,0.017385953,-0.414943791,0.10426341,-0.073124412,-0.094434368,0.008489809000000001,-0.156699232,0.650759815,0.976144325,0.920844117,0.935545382,1.2492732420000001,0.002199506,0.002139142,0.00221228,0.002554793,0.0,1.457875975,3.606946469,1.757531924,3.874188482,0.8563433559999999,4.0,4.0,0.0,0.253436788,0.35662207799999995,0.089558755,6.325509256,6.910914612999999,3.2964807960000004,0.446699752,0.188914868,0.12565299300000002,0.08190791,0.033736253,0.025623171,0.001067632,2.0,2.0,1.0,0.0,2.0,4.0,4.0,2.0,2.0,0.0,1.0,1.084923627,12.94263471,1.084923627,2.387043678,0.0,1.927587921,2.825093182,0.0,-0.45613195,0.0,0.0,4.3215156530000005,5.268811495,6.476408666,7.437049021,0.0,0.509945988,0.0,0.0,4.3215156530000005,0.081873858,0.31234,0.6875,2.0,3.825139287,4.479503224,4.723405663,0.8361100779999999,0.7936954940000001,29.35801525,27.5877409,4.0,2.0,0.0,4.576111589,0.0,43.0,55.0,66.0,62.0,65.0,69.0,70.0,69.0,584.0,5.3119736930000006,5.589236382,5.820917152000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.192307692,0.0,7.0,13.0,0.708333333,0.08159196099999999,0.003399665,9.882519246000001,10.72548958,11.58663121,1.389,6.46
