naAromAtom,nAromBond,BCUTc-1l,BCUTc-1h,BCUTp-1h,SpMax1_Bhm,SpMin1_Bhm,SpMin3_Bhm,SpMin4_Bhm,SpMax1_Bhv,SpMax2_Bhv,SpMin1_Bhv,SpMin7_Bhv,SpMax1_Bhe,SpMax3_Bhe,SpMin1_Bhe,SpMin2_Bhe,SpMin4_Bhe,SpMin6_Bhe,SpMin8_Bhe,SpMax1_Bhp,SpMax2_Bhp,SpMax3_Bhp,SpMin1_Bhp,SpMax1_Bhi,SpMin1_Bhi,SpMin2_Bhi,SCH-6,VCH-5,SpMAD_Dt,SHaaCH,SaaN,minHBa,maxaaN,hmin,nAtomP,MDEN-22,MDEN-23,MLFER_A,MLFER_BH,piPC5,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,nTRing,WTPT-4,WTPT-5,pChemBL
20.0,22.0,-0.317424227,0.230472983,11.24480623,4.13298982,1.979638819,1.643176863,1.5574628680000002,4.015951053,3.685300924,2.04918092,1.1173148309999998,4.145615356,3.763681718,1.917545562,1.714598514,1.4191591769999998,1.011276895,0.703052912,3.995289919,3.662279665,3.5722459580000003,2.078401196,4.194622194,1.885029531,1.660885564,0.564586766,0.058333333,20.42483975,3.42721175,21.59786449,1.708731209,4.614297052,0.08400793699999999,22.0,4.049004544,3.631759614,0.25,3.075,6.320599665,7.32087332,7.84557203,8.176475628,8.545006691000001,9.603952567999999,14.95686767,5.0,0.0,27.84701077,6.24
15.0,17.0,-0.378119642,0.156210492,12.9289266,4.738193654,2.044229201,1.677832122,1.571950842,4.073228015,3.983258,2.085071703,1.285229005,4.149518809,3.788552479,2.002354497,1.791321634,1.471866856,1.018928274,0.969673361,4.151748201,4.036338613,3.64032242,2.090278915,4.167425327,1.984665156,1.818776245,0.507370681,0.041666667,19.65632888,3.1146505560000004,9.651205567,2.163082457,4.847400059,-0.115062476,16.0,0.814325285,0.784136938,0.374,2.395,6.287045032000001,7.343608134,7.831964576,8.178736877999999,8.569700397,9.612039674,11.98285416,6.0,7.722425431,12.94638961,5.5
12.0,13.0,-0.378472367,0.246314366,10.91356895,4.002859918,1.983303316,1.863213282,1.5859503469999998,3.906625876,3.654324441,2.066505045,1.32886642,4.017383457,3.740276798,1.93981501,1.7349314130000002,1.422977835,1.271648566,0.916322492,3.889855325,3.634580065,3.556221036,2.091229467,4.05956286,1.908963086,1.687184539,0.272165527,0.0,20.57208378,1.429035494,18.04922099,2.056286769,4.785918682,-0.081026839,15.0,1.982703228,2.555772417,0.338,2.487,6.103955827999999,6.983398902,7.41660395,7.755686867,8.056579092,9.198121889,7.262910731,4.0,5.9852829939999985,22.13254855,6.42
12.0,13.0,-0.377855954,0.272657534,11.59427664,4.025130988,2.039299518,1.800534995,1.725048968,3.960586159,3.785303819,2.08419901,1.417258243,4.053349883,3.720899871,1.980859357,1.790677049,1.498156939,1.298764442,1.099740826,3.951409934,3.786219343,3.536443487,2.095878654,4.090592486,1.95323192,1.7578410009999998,0.487405126,0.07453559900000001,24.71038207,2.114697184,10.21622713,2.406034652,5.113166831,-0.158663586,17.0,1.310370697,1.431698874,0.115,2.654,6.165680425,7.124704686,7.580795411,7.988566841,8.361189755,9.408730699,6.991618585,8.0,5.5122791389999986,19.1952027,8.68
29.0,32.0,-0.30537174,0.179906603,11.90549113,4.179668332,2.051284322,1.92555192,1.894818687,4.077236711,3.837133895,2.089813912,1.368970745,4.191282882,3.826665757,1.993893159,1.900387689,1.796893351,1.297024288,1.029449577,4.059009533,3.840618311,3.729962673,2.101914166,4.234539873,1.967610471,1.877489566,0.5187287389999999,0.02236068,33.922904,7.795840731,18.18855944,2.092418779,4.6011511910000005,-0.073745773,24.0,1.814333,2.0193224780000003,0.003,3.822,6.799926442,7.883358007000001,8.449026429,8.983162816,9.439150182999999,10.34550512,17.39287945,13.0,0.0,22.63950383,5.96
17.0,18.0,-0.307717677,0.157280318,11.21658134,6.879808631,2.008090847,1.911702493,1.69955835,3.971343867,3.756659576,2.0094229880000003,1.285229005,4.062199704,3.800864325,1.937414499,1.820706619,1.647675916,1.29557289,1.018928274,3.963184146,3.760596389,3.672146538,2.007036197,4.1007842000000005,1.919362758,1.773304836,0.5006306620000001,0.14067091199999998,20.63358876,2.798906734,13.78924505,2.345469868,5.095539077,-0.173676285,11.0,0.598408481,1.714659407,0.25,2.4330000000000003,6.110358077000001,6.8069330610000005,7.192264354,7.564339772999999,7.80873248,9.022326394,6.290836181,5.0,0.0,22.09231018,10.0
27.0,31.0,-0.324509647,0.153250901,12.06702007,4.195256488,2.093871058,1.911343018,1.815714792,4.093533818,3.8870748,2.128302484,1.188440743,4.205925093,3.884482474,2.0281671930000003,1.954588882,1.719654408,1.253145554,0.87316107,4.074753434,3.89052761,3.796515095,2.139841601,4.2472584960000015,2.000586047,1.930561398,0.7850027140000001,0.21545042,23.3962693,6.90532011,18.51647319,1.995922855,4.982926548,-0.080396392,28.0,1.55976947,1.519671371,0.4270000000000001,2.8280000000000003,6.877585978,8.088182742,8.701211225,9.26119184,9.779542707000001,10.62226562,22.66012551,7.0,0.0,21.2636497,8.77
24.0,24.0,-0.367657779,0.167920273,11.90163615,3.884286128,2.040636181,1.887024474,1.827803632,3.88668717,3.817086562,2.021142992,1.143461235,3.938714976,3.775499433,1.941678111,1.868325956,1.734526969,1.187398847,0.7986202309999999,3.892963881000001,3.815754392,3.706968874,2.008838139,3.96287265,1.920028551,1.843593217,0.389519551,0.0,20.27946405,8.435153144,8.341729006,6.05305839,4.306629707,-0.240118575,15.0,0.125,0.0,0.025,1.636,5.993649658,6.3578422670000005,6.693401112999999,7.011326695,7.282707483999999,8.569853832,6.799173387000001,4.0,3.084709106,8.64355278,6.56
21.0,23.0,-0.378177823,0.273305412,10.70083421,4.092750234,2.026321442,1.890971961,1.84207492,3.971037005,3.823272144,2.076658587,1.625794171,4.102553942,3.853656463,1.971165593,1.869526064,1.695099489,1.407705995,1.245423945,3.952000154,3.820922873,3.74387657,2.093020864,4.154693843,1.943423981,1.848145435,0.5992559470000001,0.02236068,28.94749715,4.602978086,18.24470576,1.763140049,4.860125828999999,-0.088721108,29.0,3.468499145,3.506054698,-0.131,3.824,6.52919071,7.470504545,7.925832334,8.285191184,8.70949473,9.746637954,10.28000742,7.0,8.129597612000001,35.34683834,7.13
15.0,16.0,-0.317799819,0.220528771,10.96864468,4.030924701,1.980127357,1.778098992,1.686024376,3.93808633,3.830410306,2.010464522,1.285229005,4.057640881,3.784019385,1.882911374,1.842539939,1.450932976,1.130273255,0.8973123820000001,3.921386288,3.839633023,3.650454117,2.020000753,4.103742583,1.859389983,1.804071763,0.374918214,0.041666667,19.81040318,3.440912941,8.710754839,0.845697631,4.46057396,-0.035881094,10.0,1.313814579,1.12468265,0.8059999999999999,2.351,5.876860047999999,6.371785442999999,6.669760785,6.576986279,6.815922639,8.365414176,4.559331874,5.0,2.546430878,18.40481934,6.84
17.0,18.0,-0.333191251,0.34610290200000005,10.89705228,4.035232506,1.979522038,1.913336676,1.762253143,3.965404241,3.769487893,1.997850296,1.295417943,4.061676902,3.805943056,1.919516258,1.835134094,1.668109125,1.277316039,1.011010521,3.954454986,3.753281872,3.661731441,2.005733495,4.099522365,1.904696436,1.789002606,0.5006306620000001,0.14067091199999998,21.68220874,3.353925799,13.07149892,2.040140788,4.875575686,-0.126169533,12.0,0.598408481,1.714659407,0.338,2.673,6.211603589,6.951502989,7.337557245,7.709746354,8.015851102000001,9.178796491,6.564013804,5.0,2.952236685,24.65742169,8.39
19.0,22.0,-0.302641618,0.16927989699999998,10.60127796,4.168209766,2.108525803,1.837839392,1.677453759,4.1168301110000005,3.91005822,2.108748423,1.2287665,4.187816111,3.677325644,2.045760648,1.882419197,1.47341662,1.177571833,0.84604302,4.108907468,3.910707878,3.564593659,2.104485451,4.217278277,2.028957891,1.859895578,0.494387749,0.03125,26.81180874,3.691504812,8.751591365,2.474577622,4.61317439,-0.093572017,21.0,0.965489385,0.30411009999999994,0.416,1.824,6.633482892999999,7.780541385,8.368969573,8.836280245,9.342610752999999,10.23216516,19.78746341,9.0,0.0,15.30738865,8.64
12.0,13.0,-0.379028708,0.3992513,10.25533728,3.996247609,1.971437014,1.78874971,1.500033783,3.897165758,3.615340323,2.05728525,1.281870481,4.009722183,3.662900031,1.930315039,1.686233739,1.404623374,1.018928274,0.845709165,3.879751748,3.585558212,3.442851011,2.083115389,4.051891963,1.899122257,1.634113719,0.340206909,0.0,19.05589027,1.533790155,17.07676489,1.924628724,4.546190437,0.066761582,15.0,1.982703228,2.555772417,0.25,2.377,6.041444479,6.919961726,7.323521317000001,7.693086309,8.018204783,9.136277892,8.268153801,4.0,6.025848923,22.16755069,5.62
17.0,18.0,-0.309095072,0.399220126,10.90554359,4.043132967,1.993120407,1.822132716,1.7643929109999998,3.975759391,3.777555209,2.011219325,1.4158954190000002,4.066925527,3.813947745,1.938288163,1.841531828,1.5542115680000002,1.257599317,1.018928274,3.965618971,3.764574114,3.673906447,2.020035237,4.103717927,1.922186922,1.797092683,0.39856859,0.028867513,21.03559015,3.41477262,13.17672458,2.004091606,4.754858802,-0.117381189,11.0,0.598408481,1.714659407,0.25,2.306,6.207331689,6.943484326,7.338410842999999,7.714862224,7.945212206,9.156368328,6.7813786239999985,4.0,0.0,21.87561839,8.1
21.0,24.0,-0.388586869,0.220606504,12.23720797,4.334567894,2.036773686,1.816494347,1.689775838,4.056377973,3.880860027,2.03980118,1.465299166,4.123019315,3.841237536,1.98459313,1.693717125,1.581738298,1.35439671,1.145497733,4.08633316,3.898729364,3.653884594,2.039280802,4.14575871,1.973330148,1.658567031,0.605904746,0.124159333,27.29717201,2.744371064,18.34362293,-1.572221309,5.072651061,-0.221196736,23.0,1.107062289,1.9846732,0.595,1.834,6.573723811,7.706809701,8.251979716000001,8.778288622,9.259536517999999,10.15909519,15.66985432,8.0,5.511325015,21.71782479,7.51
22.0,24.0,-0.378543061,0.170557502,12.8432695,4.096681911,2.115569869,1.821443154,1.775799289,4.051521182,3.739786519,2.15187682,1.285229005,4.113374882,3.809838343,2.077177596,1.786142828,1.577699147,1.184249928,0.99422378,4.043877588,3.731235565,3.708574822,2.160368133,4.137351299,2.057811106,1.757224418,0.38556783,0.0,25.05446726,4.899611907,17.67632204,2.191041404,4.937522912,-0.132420281,17.0,2.330408294,0.9088326,0.444,2.77,6.620947824,7.543869037999999,8.030554463,8.475745594,8.781743166,9.848842121,11.35897781,6.0,3.019495327,23.97947351,8.92
16.0,17.0,-0.333993629,0.211748743,10.81758222,4.033241334,1.963810635,1.77699491,1.769562385,3.936398072,3.763838393,1.999496531,1.389761828,4.062344906,3.779546541,1.836923168,1.748060214,1.664371124,1.188075664,1.018928274,3.919379234,3.742497788,3.605742196000001,2.009887171,4.110863537,1.793159399,1.700264925,0.515922614,0.177938712,20.49234301,2.465457165,17.28974284,2.068419127,5.002001475,-0.118102206,11.0,1.7317441919999998,2.530533784,0.8959999999999999,3.0810000000000004,5.975557447000001,6.654675901,6.968232831,7.223939391,7.383091345,8.756052599,5.09470305,5.0,2.4259035,30.59086068,5.66
14.0,16.0,-0.377794956,0.186830408,10.76540733,4.139710042,1.926274796,1.792747797,1.706828905,4.026685182,3.641127769,1.987624423,1.3567479669999998,4.148011408,3.619984776,1.880160202,1.706759436,1.545873689,1.120983047,0.937832118,4.003242762,3.614967829,3.4830368330000003,2.005374727,4.186372546,1.857226053,1.667261858,0.443281021,0.045412415,19.43977344,0.6487762189999999,16.62462432,1.911625173,4.640006748,-0.121562264,18.0,1.57780848,1.277886208,0.772,2.342,6.377045775,7.521068389,8.010998754,8.390085764,8.684890429,9.766281896,15.30712762,4.0,8.454160453,20.8770773,7.2
21.0,23.0,-0.367695406,0.204255188,10.29446515,4.041370954,2.057000048,1.802335923,1.746186861,4.008533258,3.991027061,2.059779314,1.248530179,4.0780349860000005,3.802542766,1.994625486,1.900831617,1.5976972580000002,1.296059861,0.960162352,4.005656732,3.989859459,3.685517075,2.057735708,4.10854891,1.978759712,1.881069257,0.707078145,0.072168784,25.11670146,5.68866558,4.329754051,2.9035852010000003,4.329754051,-0.20160797,16.0,0.312822796,0.0,0.305,2.144,6.346841774,7.108340032999999,7.486466599,7.651667978,7.941522055,9.204813015,9.224377464,7.0,5.6118114960000005,11.79316111,8.4
6.0,6.0,-0.378103263,0.232256397,10.64112848,3.931123246,1.949689089,1.771416939,1.694275924,3.89671198,3.691167905,1.952065658,1.285229005,3.975299112,3.606348121,1.854243974,1.758135712,1.503015182,1.166680475,0.8909427759999999,3.895431162,3.66756779,3.402780957,1.969727738,4.006811841,1.831885564,1.717046162,0.465464376,0.045643545999999986,21.74310754,1.865938944,0.0,1.824309492,0.0,-0.030262072,9.0,0.5,1.336348077,0.605,3.683,5.5921523460000016,5.978490117000001,6.215982154,6.264290721,6.505176626,8.033709108,3.094534388,5.0,8.151678112,16.21474706,7.17
9.0,10.0,-0.378095479,0.232200862,9.977530546,4.031925893,1.963639158,1.704332011,1.4574089469999998,3.948673399,3.683909793,1.962895721,1.089716572,4.0543845880000005,3.5945264210000003,1.880417827,1.757262483,1.326017176,1.018928274,0.71956542,3.932066584,3.661203316,3.393720514,1.963851658,4.066263377,1.863764416,1.715947389,0.442268981,0.022821773,20.10550306,1.610444701,4.478373488,2.053238851,4.478373488,-0.026974521,9.0,0.944940787,0.825481812,0.605,2.582,5.821750678,6.481565165,6.873782335,6.960525607,7.290564631,8.590078373999999,6.533457055,5.0,8.723706836,12.86088986,6.63
