ATSC4c,ATSC2v,SCH-7,ASP-7,hmin,ETA_BetaP_s,IC1,IC2,SIC2,BIC2,ZMIC1,ZMIC2,MDEO-11,nHeteroRing,n6HeteroRing,nT6HeteroRing,LipinskiFailures,pChemBL
0.350366293,25.99662671,0.990480342,0.026512479,0.031186185,0.7069,4.14832011,4.906941783,0.888365483,0.819368866,38.60742979,28.38929329,0,4,1,1,0,7.24
0.50575738,-191.6950329,0.321401267,0.034809608,0.071482269,0.68269,3.968890507,4.732158891,0.866785999,0.822285212,39.18321294,27.81310836,0.932089182,2,2,2,0,5
0.168119691,-16.30676961,0.528555751,0.030223276,0.132074566,0.66071,4.080947896,5.009702884,0.901903456,0.849848644,39.5347806,27.65801157,0,2,2,2,0,5.24
0.289008686,905.7241376,0.543560698,0.027782809,-0.059630929,0.68182,3.612997563,4.904078664,0.817346444,0.784912862,48.36380579,30.35587262,0,3,3,3,0,7.21
-0.072469199,-177.9295255,0.646994438,0.036540789,-0.162303005,0.63793,3.691088627,4.961855642,0.870433841,0.817966154,47.79463028,27.12501357,0,3,2,2,0,6.92
0.259685921,-45.66977316,0.336693218,0.030708834,0.069785985,0.71,3.895636379,4.660058197,0.864203242,0.815515921,35.55081768,30.19266124,0.595275394,3,2,2,0,5.29
0.539016841,648.3966023,0.669064757,0.026151901,-0.091114809,0.7027,3.770322586,4.823041242,0.795082481,0.762906691,51.64067037,36.8456653,0.166666667,4,4,4,0,7.54
-0.226770647,-465.5338292,0.262188697,0.037548744,0.159198819,0.61538,3.331980567,4.376716576,0.792372134,0.744005125,50.99123996,32.82071647,0,2,2,2,1,5.5
-0.27315537,199.8632663,0.698252757,0.028983453,0.096746977,0.62963,3.709289789,4.713955341,0.848659634,0.791703044,47.1929769,29.98253371,0,3,1,1,0,6.92
-0.153183266,551.2032504,0.688930826,0.029748279,-0.33845075,0.70455,3.443351753,5.085479297,0.847579883,0.816443623,45.58969517,29.20864648,0,5,4,4,0,6.84
-0.202243309,-71.84372409,0.66936608,0.029441632,0.227901431,0.6875,3.732158891,4.277613437,0.959228396,0.844362047,28.45924433,22.3389246,0,3,2,2,0,7.42
0.105254559,170.7531792,0.757923878,0.028739325,-0.154244181,0.68939,3.52131512,4.710303005,0.782134727,0.749403593,51.14294318,32.9125053,0,4,2,2,0,7.1
0.590978757,208.4443838,0.764342617,0.030060834,-0.031058988,0.68519,3.793295834,4.777569011,0.855434394,0.815565809,40.5164172,31.40758204,0.166666667,3,2,2,0,7.25
0.097082895,645.6785972,0.810056758,0.026770303,-0.358317665,0.69872,3.646091246,4.812035548,0.790482944,0.756900698,57.26507605,38.50489926,0.166666667,4,4,4,0,8.22
0.196323665,388.3839606,1.058911893,0.025856433,-0.05627887,0.66,3.890035536,4.879525801,0.899242116,0.847892474,34.91500479,27.62951528,0.090909091,2,0,0,0,7.5
0.020423119,340.7699864,0.638624178,0.026330323,0.084623556,0.65625,3.457507796,4.213455262,0.725537757,0.678554941,60.97209371,40.81561305,0,3,1,1,1,6.47
-0.140242746,936.1893295,1.098981112,0.026254106,-0.168817621,0.66667,3.524889452,4.538171939,0.804090641,0.766730326,41.48480587,32.09448081,0.2,3,0,0,0,7.72
0.2448956,757.9190274,0.76810699,0.026477267,-0.069241504,0.68966,3.648434893,4.60601528,0.800365824,0.759305565,40.36232719,30.23993473,0,4,1,1,0,8.22
0.103348738,309.705185,0.874077782,0.026015478,0.040132748,0.71667,3.887380345,4.936641345,0.88391665,0.815261946,48.62360041,27.16986089,0,5,3,3,0,7.64
-1.804303164,-1629.953665,0.142258898,0.035990605,-0.235921821,0.63608,3.426067151,4.975663994,0.672307127,0.661344191,134.7218872,77.91409266,4.167805633,1,0,0,3,6.55
0.247790648,-308.8179573,0.496609742,0.02956961,-0.049077507,0.67742,3.760431981,4.976611763,0.849543856,0.810582317,44.06668423,30.75372105,0.454280148,2,2,2,0,6.93
0.010668099,864.5493023,0.537618901,0.026681891,-0.296022928,0.66667,3.820428142,4.860148185,0.829662675,0.792939104,46.57608889,32.75533016,0.166666667,2,2,2,0,7.22
-0.026457046,-44.29998143,0.365163886,0.030067803,-0.041143049,0.66935,3.84617425,4.950581159,0.845100242,0.809058479,44.36133745,30.65670853,0.723980855,2,2,2,0,6.71
0.033069228,536.9992239,1.086915283,0.026497236,-0.224983584,0.67742,3.793352704,4.965318279,0.847615976,0.807402025,41.36291339,29.36778579,0.333333333,4,0,0,0,7.68
0.095395646,753.308455,1.098228603,0.026176069,-0.170556129,0.7027,3.531569371,4.884795487,0.791710675,0.757190457,52.69862488,34.71190591,0,5,3,3,0,7.3
-0.059101185,-211.2674135,0.705568496,0.030487465,-0.165768175,0.65323,3.666700164,4.81507241,0.844684384,0.784271054,53.80277075,30.59877806,0,4,2,2,1,8.21
0.309953327,660.8776971,0.815946452,0.028110522,-0.070999054,0.66892,3.89713975,4.875281162,0.81563541,0.772274917,55.47126434,39.46813478,0,3,2,2,1,5.08
-0.18485614,-590.3488703,0.891984063,0.027196758,0.08117713,0.66216,2.821224509,3.848006632,0.659708416,0.604431649,88.40497373,54.68893904,0,3,1,1,1,6.17
0.092842033,572.6155051,0.647515781,0.027670934,-0.052484802,0.71552,3.691495317,4.861097456,0.844690266,0.802786246,42.08376595,27.95689376,0,3,2,2,0,6.2
-0.021981463,273.4210711,0.900812875,0.028538921,-0.142406446,0.67553,3.75160254,4.990155156,0.778569322,0.738747337,75.16307811,42.09427298,0,4,2,2,2,5.22
0.374109704,435.8552951,0.663455575,0.027509526,0.068160313,0.70536,4.14130524,4.96900163,0.899600958,0.846455351,39.49150213,26.9602754,0,3,3,3,0,7.75
-0.112972261,973.177162,1.758653736,0.026890818,-0.129442621,0.66667,3.679448235,4.643074189,0.822677622,0.784453704,40.22633779,30.89739933,0.2,3,0,1,0,6.27
-0.144253706,-156.4044529,0.590147542,0.034793488,-0.167464451,0.62931,3.68558813,4.64107688,0.822323731,0.76922783,52.20349438,34.05582071,0.5,2,1,1,0,4.5
0.76776487,145.7804765,0.749095065,0.028503687,-0.141157762,0.71324,3.771733039,4.730782701,0.791460792,0.756031561,50.23777361,33.96221195,0.071428571,5,3,3,1,5.24
0.084603547,-315.8180247,0.886993936,0.027292663,0.165369139,0.63636,2.994251374,3.852503561,0.682601298,0.629602985,78.14435758,51.31559704,0,1,0,0,1,4.4
-1.675352512,-1228.914796,0.142258898,0.034856732,-0.163075742,0.62698,3.514026329,4.870122425,0.690280293,0.67829862,107.1461342,69.52430045,2.88637426,0,0,0,3,6.07
0.148183973,560.9840265,0.906898353,0.02564538,0.050587798,0.75,4.039199457,5.126504075,0.92811561,0.854417346,43.3731942,25.79312806,0,5,2,2,1,7.64
-0.077087565,-227.430638,0.586307145,0.032574361,-0.1580802,0.62963,3.564349068,4.641541407,0.831078348,0.781073635,49.46519938,29.18408542,0,2,1,1,0,7.8
0.373401267,930.9726085,0.841348432,0.028374391,-0.092184711,0.68382,3.666416274,4.844993582,0.80449978,0.770832703,44.90938465,32.77784371,0.25,4,2,2,1,6.57
0.428531213,500.0705854,0.772238211,0.027817956,-0.148318689,0.67949,3.760688585,4.846533161,0.78550925,0.754175769,56.45180535,38.08095366,0,4,2,2,1,7.7
0.526405928,-4.211860665,0.467723064,0.032477968,0.02610245,0.69231,3.577368168,4.636842188,0.830236942,0.791542716,40.39981142,28.91854688,0.166666667,3,3,3,0,6.52
-0.036068562,-298.5714893,1.060889255,0.028355284,-0.148045986,0.66071,3.490470566,4.442433303,0.722376582,0.676968788,82.78380705,49.65626747,0.334407125,3,2,2,1,6.62
0.044814533,474.968676,0.984740006,0.028346763,-0.053137749,0.66964,3.928508855,4.886842188,0.875,0.832459723,40.07763256,32.04436146,0.721124785,3,1,1,0,6.85
0.072092291,271.147869,0.536521839,0.032164109,-0.014506921,0.69318,3.854163289,4.436006945,0.864839575,0.800844875,36.75355705,26.60144065,0,3,1,1,0,6.37
0.100249797,252.5437737,0.716257211,0.028570295,-0.136103592,0.70139,3.668055004,4.841625011,0.798146031,0.765846264,54.16501515,36.17732039,0,5,3,3,0,7.89
0.084514213,-190.1926271,0.295562109,0.030062857,0.004772416,0.66964,3.3824047,4.28226823,0.766749683,0.717804739,55.26696601,37.09937396,0.5,3,3,3,0,5.04
0.189641176,-50.61142743,1.005172131,0.028394795,-0.222013816,0.6875,3.336149171,4.471001128,0.724644323,0.695738706,61.8756404,38.3068387,0,4,2,2,1,8.21
0.115005785,1080.777081,1.211596799,0.025059063,-0.154179102,0.71154,3.398402196,4.838281539,0.767520593,0.737290887,55.8736092,37.02383049,0,5,3,3,0,7.72
0.096300624,721.2292737,0.707774459,0.025686277,-0.359390983,0.67647,3.584685015,4.816626552,0.808946548,0.773280905,51.39447278,32.09897007,0.166666667,3,2,2,0,8.92
0.236356709,581.6106874,0.769581194,0.026737537,0.071767873,0.69828,3.731757548,4.573494538,0.814555812,0.777455729,42.59694795,34.9270536,0,3,2,2,1,7.04
0.057952761,501.8157249,0.984740006,0.028346763,-0.072871022,0.67857,3.951245048,4.890020558,0.870930234,0.829545671,37.68468403,29.65872838,0.166666667,3,1,1,0,7.89
0.23017323,464.0165046,0.647515781,0.030440786,-0.086416977,0.67188,3.434599982,4.628928032,0.771488005,0.745464658,49.22777123,35.73505102,0,3,2,2,0,6.9
0.407712017,176.9028214,0.815087714,0.02868134,-0.13448397,0.69286,3.67779014,4.540306511,0.759594091,0.722357353,53.2210746,38.08093078,0,4,2,2,0,8.12
0.627704177,356.4331663,0.802719057,0.026951751,0.07542517,0.73958,3.814015604,4.590032591,0.868435816,0.801343634,40.55794415,27.24344047,0,3,1,1,0,6.27
0.274497274,136.4178718,0.827036374,0.027424877,-0.124984458,0.7,4.014188287,4.853337016,0.825026604,0.786611995,49.74551938,37.30616853,0,4,2,2,0,7.78
0.054302499,370.7250651,0.576957136,0.025920566,0.005666493,0.69643,3.93366069,4.81366069,0.85290279,0.811646245,37.85487731,28.10679639,0.142857143,3,3,3,0,7.84
-0.171543399,832.7387075,0.519726939,0.029731058,-0.083840934,0.67647,3.666039498,4.885840075,0.811282244,0.778480438,48.69636209,30.95144652,0,2,2,2,0,8.05
0.295272817,207.2022817,0.47214987,0.028518096,0.028430838,0.65,4.143155551,4.817052925,0.882335976,0.82057132,47.35804197,34.58766089,0.550321208,1,1,1,0,6.11
0.137062921,569.5252145,0.600948894,0.025309194,-0.037840685,0.6875,3.896333227,4.902174814,0.859964328,0.821715064,36.5028943,27.56928059,0.111111111,3,2,2,0,6.51
-0.161825896,-105.6103175,1.121397678,0.02629172,-0.143406203,0.67763,3.455458184,4.512091277,0.741210484,0.695900598,72.28754594,41.04510307,0,4,3,3,1,5.28
0.034067206,510.9162592,0.600948894,0.025313564,-0.136799018,0.68333,3.893840849,4.917545623,0.850586344,0.812108382,39.49437537,28.52056768,0.1,3,2,2,0,6
0.497591884,275.3421891,0.70889824,0.028259211,-0.076182524,0.68382,4.129140291,4.851823226,0.835461805,0.791580877,45.98614051,35.90895146,0,3,2,2,0,8.44
0.072964297,79.09082199,0.865420517,0.028567385,0.036524867,0.67742,3.724620803,4.988492414,0.848001888,0.802115652,45.31657667,28.50168238,0,5,3,3,0,5.64
0.503612715,58.91558316,0.649958563,0.031628394,0.036204491,0.7,3.604906221,4.469630874,0.813865702,0.773110669,39.31946845,30.723103,0.166666667,3,2,2,0,6
0.080708264,39.81525774,0.796237818,0.026545342,-0.254019438,0.67742,3.949774119,4.897731775,0.855062813,0.811766683,43.63269441,32.8586265,0,2,1,1,0,5.78
0.229960075,618.1083201,0.76810699,0.027485492,-0.200271164,0.66667,4.046301574,4.809808797,0.821069375,0.77459456,45.60982887,32.39534024,0,3,1,1,0,8.52
-0.120976559,56.52464785,0.915674499,0.030985221,-0.204537793,0.65323,3.878419172,5.091757325,0.893221852,0.832130472,49.93604861,28.29936783,0,3,1,1,0,8.15
-0.161168554,-62.66875904,1.193917968,0.02605748,-0.153388842,0.66667,3.548371671,4.592602568,0.749288711,0.704851771,73.31671744,39.58040913,0,3,2,2,1,8.36
0.151041437,177.8076946,0.716257211,0.028570295,-0.118742481,0.70139,3.597086534,4.800507287,0.791367739,0.759342279,56.14697389,36.38627105,0,5,3,3,0,6.38
0.510924126,489.3939548,0.693329408,0.028126838,-0.039824499,0.6875,4.10824765,4.926119285,0.864164789,0.817970512,43.46802793,34.75102244,0,3,2,2,0,6.8
0.670448261,123.5918257,0.730198766,0.027443697,0.119314059,0.76087,3.737024275,4.593429088,0.895530442,0.818106227,42.84062769,27.26764683,0,3,1,1,0,5.34
0.490490599,495.8423114,0.867880376,0.029608318,0.010578153,0.68519,3.605304205,4.55439495,0.802900818,0.767930645,39.87908042,29.83888358,0.166666667,3,2,2,0,7.68
-0.190308134,-221.6133151,0.638624178,0.026110796,0.096103148,0.67241,3.4185794,4.262481278,0.767380159,0.707774983,58.313685,37.64470597,0,3,1,1,0,5.75
-0.147025475,-145.337196,0.747282382,0.033219799,-0.187269621,0.64167,3.559592855,4.74528392,0.836552909,0.776829814,55.11589843,30.38423586,0,3,2,2,0,6.67
-0.09237258,-23.77745874,1.193917968,0.02599805,-0.166859182,0.66667,3.490208598,4.480661864,0.733509687,0.689348939,74.52973979,42.61457551,0,3,2,2,1,8.2
-0.02125241,228.9177859,1.139919571,0.025667019,-0.130772156,0.65625,3.78328065,4.814620535,0.782897319,0.737151943,68.04389084,37.63537227,0.333333333,3,2,2,0,8.79
-0.091380532,431.8818989,0.558398086,0.030105207,-0.196097462,0.64286,3.784785125,5.038164254,0.846153535,0.795803254,55.09652363,32.74297484,0.650697637,2,0,0,1,5.48
-0.290698702,-1401.568413,0.318377558,0.039652594,-0.228878709,0.61047,2.739631102,3.893091311,0.584705265,0.579234319,93.05256315,73.4958695,3.228220478,1,0,0,3,4.82
0.097455512,869.4468364,0.70889824,0.029127207,-0.124961276,0.67949,3.920546571,5.145280036,0.833929105,0.802772071,50.34324215,35.27794602,0,3,2,2,0,8.4
-0.144382773,-220.102636,0.9721716,0.030735073,-0.223547488,0.63571,3.451473974,4.578301315,0.775078062,0.720135881,69.21667198,40.74037373,0,3,1,1,1,8.41
0.269048554,-225.8134862,1.105248467,0.028045248,0.07303225,0.69355,4.189768649,5.054586616,0.891080325,0.836243719,37.44326114,28.53126709,0,3,1,1,0,8.52
-0.244674948,158.6551049,0.509788457,0.030794745,0.054260012,0.66667,4.211461443,4.920914522,0.881100727,0.82015242,46.78485386,36.90576324,0.512992784,3,3,3,0,7.31
0.198971194,588.2312116,0.537618901,0.026309836,-0.310008267,0.66429,3.900328355,4.907521262,0.824212204,0.790330642,48.727701,34.54282551,0.464158883,2,2,2,0,7.82
0.351365231,84.46360127,0.955611038,0.027735856,-0.082364364,0.69531,3.91691771,4.83655978,0.832833509,0.780131515,44.26263027,30.34116942,0,4,1,1,0,6.11
-0.126387175,-600.0582388,0.891984063,0.027196758,0.08668673,0.68919,3.120950279,4.216671415,0.729356349,0.66604435,79.26259086,45.93738235,0,4,2,2,1,6.8
0.164062264,-245.2659299,0.434902494,0.031712994,-0.018521769,0.66912,3.803422954,4.559977331,0.778421326,0.735519085,55.99702212,40.39374986,0.454280148,2,2,2,0,7.06
0.063222207,1208.465006,1.078732286,0.02548507,-0.064600104,0.6875,3.9634682,4.767183468,0.836283463,0.791579594,43.83459529,34.25775323,0,4,2,2,0,6.47
0.254682411,178.5164189,0.759215218,0.02867677,0.091550768,0.68966,4.159620281,4.825553479,0.868750795,0.813651525,36.7050749,29.02045885,0,3,1,1,0,7.68
0.053526051,338.9054292,1.079171133,0.026882342,-0.149808554,0.67262,3.898886327,4.954870231,0.803068146,0.753314154,64.0492199,40.37188495,0.5,5,2,2,1,5.28
0.040862468,595.4793829,0.745190793,0.026929087,-0.094151468,0.68548,3.706191846,4.989898095,0.844758848,0.807438754,40.88499082,27.99476536,0,3,2,2,0,8.4
0.163741544,455.3094804,0.753232592,0.027209008,-0.250962735,0.69828,4.25476787,4.941933967,0.894700558,0.840087343,40.38238503,31.70903106,0,3,1,1,0,5.37
-0.126714924,0.317288593,0.828644091,0.027419929,-0.136560005,0.69079,3.375420878,4.297663627,0.711016446,0.665331546,73.16034345,46.159923,0,5,3,3,1,5.28
-0.409802099,935.9631661,0.928061899,0.028149187,-0.115744274,0.65741,3.766374639,4.715952701,0.839928123,0.803349183,39.58979642,30.97808051,0.2,3,0,0,0,6.35
0.042730509,-118.0943884,0.800876438,0.029012221,-0.009412006,0.71429,3.767983183,4.668295834,0.835868788,0.782511672,43.5068046,32.89035157,0,4,2,2,0,7.26
0.221583703,96.34519777,0.901227173,0.026299736,-0.27749166,0.70313,4.233106647,5.147639558,0.898692571,0.848592791,41.27594824,32.00930654,0,3,1,1,0,6.82
0.23983855,257.5878204,0.781067023,0.028269662,-0.155664368,0.67949,3.593241794,4.797243994,0.772571064,0.744573346,58.80148475,38.50176167,0,4,3,3,1,8.03
0.453442718,589.6996949,0.391139875,0.028926966,0.026148747,0.75,3.349643735,4.06875844,0.720918164,0.690226332,47.21194212,40.50505688,0,4,4,4,0,5.73
0.178923802,573.8180078,0.579355518,0.027102392,-0.008336531,0.62963,3.739163378,4.807367246,0.865476703,0.824182735,43.34168048,28.29898478,0.850177526,1,0,0,0,6
-0.104889154,568.1191565,0.607945066,0.029192175,-0.167578943,0.65441,3.944787734,4.945485949,0.851590098,0.795200505,51.6588322,33.55600732,0.650697637,2,0,0,0,6.36
-0.165590812,-262.0500629,0.770070033,0.02642178,0.086106018,0.66176,3.219223098,4.131415338,0.717896803,0.661245722,73.50320127,44.74907148,0,3,1,1,1,7
0.121244731,8.91257242,0.686963879,0.029156675,-0.003516133,0.64516,3.996648374,4.675077819,0.851275105,0.783648485,55.70911369,37.77230157,0.430674364,2,1,1,0,8.31
0.075766085,74.06337123,0.680361798,0.023939412,-0.276844884,0.6413,3.393749975,4.342969206,0.821691335,0.773498422,41.15190725,31.02398835,0.50471726,2,1,1,0,6.79
0.560372482,-23.15507364,0.785422918,0.030477995,-0.035734501,0.6875,3.871660703,5.032076497,0.882752339,0.845131103,37.58735356,25.98558738,0.383154716,3,2,2,0,6.81
1.009937495,235.0410553,0.772238211,0.027817956,-0.128318689,0.69231,3.916540137,4.785561003,0.786133916,0.752736431,55.94298716,39.13855226,0.5,4,2,2,0,6.14
-0.136339123,562.8674047,0.649213007,0.02686004,-0.011829134,0.74138,3.733836686,4.564007204,0.804595377,0.76210511,44.78362507,34.13522633,0,4,3,3,1,7.85
0.432766042,327.0721688,0.722275995,0.027409865,-0.134329452,0.68519,3.947392523,4.985902344,0.892736942,0.844082392,35.3316894,25.26284506,0,3,1,1,0,5.21
0.137017593,426.3305294,0.835539628,0.027466359,0.086007535,0.73148,3.978410804,4.92779897,0.913855507,0.846674819,43.00716173,26.19550567,0,4,3,3,0,7.07
0.132503184,157.4388805,0.849670014,0.026532053,0.033066632,0.70455,3.877823993,4.913557069,0.857825647,0.795085655,53.49668637,29.55312272,0,4,2,2,1,7.54
-0.092312084,-140.5721117,0.828644091,0.027622416,-0.157798824,0.67308,3.239699362,4.212323476,0.687245713,0.645709124,81.6948603,49.84348992,0,4,2,2,1,5.24
-0.268519938,214.6362784,1.293954057,0.025809873,-0.097663074,0.71324,4.031565497,5.181727679,0.877234409,0.825625393,46.26550567,28.27597255,0.333333333,6,3,3,0,6
0.044974875,227.8534259,0.854082708,0.029262707,-0.049928732,0.67857,4.124894642,5.072368749,0.91831481,0.858720619,40.37897965,27.70515937,0.2,4,1,1,0,6.36
0.544662586,88.92509369,0.745203714,0.028453845,0.081059028,0.72,3.560166001,4.374895167,0.827731739,0.761982117,49.85093667,30.38978443,0,2,1,1,0,5.72
-0.296074258,222.6632567,0.698252757,0.029349333,0.069950764,0.63393,3.820887927,4.756508532,0.856320541,0.7988498,49.97188667,33.84948782,0,3,1,1,0,6.11
0.480059962,24.05842919,0.398558465,0.033367115,0.072614599,0.68,3.84896335,4.697845823,0.8605009,0.820166038,35.41151109,27.14751939,0.166666667,2,2,2,0,7.22
-0.052514174,379.5657555,0.901960892,0.025703837,-0.158110906,0.69231,3.616318997,4.897513649,0.791220107,0.759161894,56.3607031,36.45867801,0,4,3,3,0,8.3
-0.561114976,-1358.579154,0.2135187,0.041619173,-0.199735749,0.58974,2.316378786,3.576566349,0.543141491,0.541911149,95.73391731,74.93524655,3.330973572,0,0,0,2,5.82
0.17744591,797.2930996,1.098228603,0.026176069,-0.170556129,0.7027,3.559347149,4.884795487,0.791710675,0.757190457,52.00363738,34.71190591,0,5,3,3,0,8.15
0.479105219,602.6497416,0.439042295,0.028885314,0.073513322,0.68269,3.976286597,4.754441846,0.870867551,0.820521336,40.30369822,26.78439409,0,3,3,3,0,7.01
0.210685354,46.92436205,0.751529375,0.024949439,0.067896825,0.6875,4.213747362,4.750877415,0.855306764,0.796354207,46.30268719,37.78948042,0,3,2,2,0,8.52
-0.065701764,855.9034735,0.645297212,0.029243656,-0.063781314,0.625,3.932824005,4.674309312,0.80137107,0.751597146,54.05297951,37.07912603,0.430674364,2,1,1,1,7.89
0.019356819,7.338282828,0.806781956,0.026957068,-0.103681064,0.65741,3.65869497,4.403055907,0.827342239,0.756515553,49.42661903,34.20182179,0,3,0,0,1,6.96
0.263895797,382.8592273,0.996964546,0.027735268,-0.11616784,0.69231,3.817663921,4.92151854,0.808467939,0.77628312,59.21087148,38.53982253,0,4,2,2,1,5.8
0.297926953,851.5776088,0.770649104,0.025579344,-0.378764931,0.66912,3.612646511,4.766446791,0.780294296,0.755034875,47.71526867,32.33819962,0.076923077,3,2,2,0,7.72
0.463212458,26.6689993,0.955611038,0.028109341,-0.104137849,0.68939,3.857170495,4.787233041,0.813789482,0.765052952,46.12144719,32.15921336,0,4,1,1,0,6.07
-0.095977417,516.8918348,1.096735343,0.023970626,-0.113210436,0.64063,3.835239448,5.07290682,0.86235163,0.822199106,41.76358212,30.67921486,1.529207419,2,0,0,0,6.6
-0.061957353,433.1756754,0.56454656,0.02889326,0.025953326,0.72,3.961959786,4.979264809,0.929391783,0.863229143,36.06897542,24.3618479,0,4,3,3,0,7.66
0.165021903,764.2411325,0.693329408,0.028126838,-0.04306524,0.69531,4.042338207,4.958229169,0.861568392,0.820302097,42.99402805,33.59504492,0,3,2,2,0,6.36
-0.098171893,146.511311,0.85432047,0.026944324,-0.146462175,0.66346,3.904470805,4.697845823,0.8605009,0.801956481,38.25621397,28.5507113,0,3,0,0,0,6.25
0.080348075,-355.8988593,0.945919501,0.027483547,0.148992217,0.62857,3.258699991,4.054908345,0.711332554,0.653021789,76.63821442,48.98733019,0,2,0,0,1,4.35
-0.499461451,-796.2262251,0.251375655,0.035397304,-0.048673642,0.61111,3.627034168,4.879006546,0.755330629,0.728162143,81.03657596,47.29470492,0.757782317,0,0,0,4,2.714442691
0.028027494,1009.588291,0.716733046,0.02755743,-0.086574218,0.75,3.503086091,4.614086019,0.760636033,0.728817975,53.62700554,36.80591855,0,5,4,4,1,6.32
0.448146973,592.798949,0.527232931,0.02737446,-0.092409297,0.66406,4.031324574,4.988525295,0.875112367,0.816649803,46.79824705,30.66447567,0,3,3,3,0,8.51
-1.827212919,-1167.761332,0.33493149,0.033077126,-0.150134136,0.64552,3.693335415,5.123041342,0.726128456,0.710600524,110.5641454,68.83862447,6.471655985,1,0,0,3,2.388276692
-0.22756654,446.4413751,0.48969521,0.029091799,-0.063482615,0.68103,3.646755755,4.802628806,0.826990751,0.793130437,41.49756154,29.03609804,0.083333333,3,3,3,0,6.46
0.68601268,115.6037908,0.378629606,0.034706518,0.073241528,0.69231,3.917173011,4.74719143,0.864406121,0.824897346,35.91936902,27.69780803,0.166666667,2,2,2,0,7.01
0.07544158,375.7509072,1.016337251,0.02671741,-0.106062468,0.7,3.444926128,4.769561309,0.789088404,0.752314535,53.96412461,33.58724709,0,5,3,3,0,6.08
0.382033118,324.4173719,0.387188697,0.032870165,0.107853239,0.67857,3.887584813,4.478493904,0.820322374,0.766145159,47.47530516,33.8370709,0.595275394,2,1,1,0,4.3
-0.092185958,477.2875719,0.558398086,0.029569964,-0.186097462,0.64706,3.784228433,4.953931396,0.842126805,0.7893297,54.71058855,32.9740992,0.650697637,2,0,0,0,6.16
0.214251626,-50.61142743,1.005172131,0.028374721,-0.21630464,0.6875,3.336149171,4.44322335,0.720142198,0.691416168,61.8756404,39.0018262,0,4,2,2,1,7.1
0.078006019,971.8038604,0.750074959,0.028566554,-0.228164504,0.65789,3.851183682,4.919009535,0.822951175,0.774802357,63.09144078,40.15490987,0,3,3,3,0,6.36
0.105931296,507.3901271,0.781915636,0.028447195,-0.16813307,0.69286,3.590176043,4.879626087,0.798822387,0.767532233,50.34522858,32.36361951,0,4,2,2,0,8.32
0.200354628,895.8852716,0.831515283,0.028165606,-0.131464932,0.68902,3.939578811,4.977226349,0.806691548,0.769562446,58.13506864,38.9634505,0,4,3,3,0,6.75
-0.073047502,14.89106376,0.710792961,0.02709593,-0.073745773,0.67143,3.407002466,4.534050948,0.767586749,0.715166912,68.55168618,38.68716712,0,4,2,2,1,5.96
0.014132421,-261.2312592,0.953813908,0.027099726,-0.019752102,0.61538,3.040869355,3.841198958,0.691536144,0.642633272,60.6858926,38.26928174,0,2,1,1,1,6.82
0.214522139,282.4280209,0.35783631,0.030825228,-0.146092372,0.64583,3.858612052,4.504120605,0.858266543,0.817772067,43.55520712,35.84069057,0,1,1,1,0,5.72
0.071680345,726.5370172,0.638048457,0.028335776,-0.199503191,0.65278,3.618197815,4.778091431,0.799375551,0.752606083,63.94009657,36.68414396,0,3,3,3,0,6.59
-0.092709089,-124.6974529,0.600960585,0.034572298,-0.188089451,0.625,3.688871068,4.879253937,0.847845233,0.797401687,51.51618995,29.43202594,0,2,1,1,0,5.86
0.632481267,163.1317856,0.798324754,0.029144975,0.035468789,0.69643,3.902569011,4.860902344,0.870355413,0.829791416,36.85282058,30.07738151,0.166666667,3,2,2,0,8.7
0.573428384,210.1568275,0.629718257,0.031314433,0.038025479,0.72,3.894417895,4.697845823,0.8605009,0.812584938,33.90537997,26.89936341,0,3,2,2,0,6.32
0.235003914,-174.9004258,1.067063532,0.026329539,0.009502157,0.6875,4.152638374,4.897300041,0.891739082,0.820897942,36.65228335,27.6155247,0,3,1,1,0,7.11
0.023763989,380.4489074,0.614156584,0.031220954,0.058246323,0.64516,3.926361763,4.726755252,0.841852096,0.780600294,51.23574498,34.31707753,0.430674364,2,1,1,0,6.99
0.591839673,-436.7476036,0.583589964,0.032843035,0.045895849,0.68269,3.705525013,4.709962501,0.843329297,0.804024886,38.56896852,27.78020105,0.166666667,2,2,2,0,6.7
-0.191047603,1134.782619,0.475141655,0.029971832,0.086645452,0.70161,4.091460823,4.946551812,0.872034714,0.822885511,45.10251057,32.51592917,0.5,3,3,3,1,8.2
-0.011071052,284.4662224,0.727106097,0.026628767,0.092782099,0.64583,3.835932347,4.509385232,0.853177307,0.803137714,42.71674514,30.22772473,1.074948404,1,0,0,0,5.77
0.498924291,97.71689276,0.540518837,0.027004024,-0.064047619,0.65,3.920674224,4.644910394,0.83622938,0.774151732,50.15006656,34.06240878,0,2,2,2,0,8.55
0.603360622,637.8881362,0.923489912,0.028638659,0.001014062,0.6875,3.739711126,4.657240293,0.821031572,0.785271717,39.36206704,30.43477548,0.166666667,3,2,2,0,7.85
0.287576802,45.09488541,0.318319974,0.033867189,0.186053634,0.66667,3.609090415,4.594672032,0.903136234,0.834212663,37.67149711,23.5420322,0,2,2,2,0,4.16
-0.05572143,8.91257242,0.686963879,0.029172905,0.021457412,0.64516,3.996648374,4.675077819,0.851275105,0.783648485,55.70911369,37.77230157,0.430674364,2,1,1,0,8.06
