ATSC4c,ATSC2v,SCH-7,ASP-7,hmin,ETA_BetaP_s,IC1,IC2,SIC2,BIC2,ZMIC1,ZMIC2,MDEO-11,nHeteroRing,n6HeteroRing,nT6HeteroRing,LipinskiFailures,pChemBL
0.066488077,-261.5081583,0.943081127,0.026938601,-0.058500816,0.66667,3.420862589,4.605153668,0.77648923,0.717553677,77.40251792,40.28329417,0,4,3,3,1,7.34
-0.19955923,448.237542,0.864504793,0.027924997,-0.186597943,0.66667,3.992915089,4.704448699,0.842342039,0.794823011,55.41199317,42.69210573,0,3,1,1,0,7.52
-0.035284045,416.1944766,0.391139875,0.028926966,0.047115182,0.74074,3.389023109,4.063689436,0.723757692,0.692237984,47.28956241,40.77471143,0,4,4,4,0,6.4
0.200944328,467.415696,0.743426161,0.028202549,-0.062428953,0.6875,4.006909312,5.016212279,0.852714033,0.804085738,52.23987493,35.95044742,0,4,3,3,0,6.06
-0.138757128,-507.0294533,0.689655214,0.027230616,0.079315714,0.65278,3.351804332,4.289569152,0.732260681,0.676604202,75.51155748,45.84150016,0.5,3,1,1,1,5.24
0.018960917,-300.3093346,0.869735038,0.027027576,0.164051308,0.62121,2.982659522,3.827615325,0.681712044,0.625535576,79.30019148,51.6779918,0.5,1,0,0,1,5.05
0.025208333,-475.1776981,0.6821453,0.029103516,0.145508808,0.60606,3.369432036,3.996448613,0.708106032,0.656504806,74.39784923,53.21238262,0.5,1,0,0,1,4.7
0.305331583,773.0230475,0.698128813,0.026167548,-0.358356767,0.67424,3.635813511,4.70304071,0.778083066,0.751598083,46.41030501,33.10056735,0.076923077,3,2,2,0,7.96
0.276006142,648.3551126,0.660235945,0.025344992,-0.350131724,0.67361,3.623656613,4.866684498,0.808101506,0.774283702,52.59619949,34.95078674,0.166666667,3,2,2,0,7
0.055660847,136.9160823,0.600173257,0.028194811,-0.204912604,0.65909,3.553747286,4.172574231,0.800962009,0.747108728,38.58653788,31.86515581,0,3,2,2,0,6.26
-0.14499737,393.1211341,1.053636731,0.02703536,-0.136178471,0.69444,3.393352564,4.7844919,0.783248382,0.748475331,56.32355176,33.53382942,0,5,3,3,0,5.47
0.326911109,-60.86713589,0.835798408,0.028525005,0.087644518,0.67857,4.098267982,4.778677989,0.865144272,0.809000592,36.25100883,28.50185955,0,2,1,1,0,8.7
-0.057504284,413.3172782,1.042588779,0.030965734,-0.2146153,0.63636,3.779126175,4.874002795,0.828539613,0.778919721,52.72227864,31.48147209,0,3,1,1,0,7.1
-0.322555853,-34.83033504,0.711495975,0.029522396,0.085268067,0.625,3.834824566,4.772569969,0.859212103,0.801547299,49.86671124,33.74641303,0,3,1,1,1,5.22
0.553692423,253.8634956,0.668990276,0.026632894,0.005396825,0.68103,4.067011257,4.750877415,0.855306764,0.796354207,41.11548095,31.70835069,0,3,2,2,0,8.8
-0.185062897,-201.1444597,1.074942532,0.029899792,-0.226994346,0.65278,3.654635864,4.992716338,0.841837373,0.786412052,62.79741205,31.99031965,0,4,2,2,0,7.98
0.622067315,-123.73834,0.378629606,0.034706518,0.072068689,0.67308,4.124539907,4.757546441,0.876762682,0.826696688,34.88836796,27.66846367,0.166666667,2,2,2,0,7.85
-0.0520408,1179.159213,0.671560205,0.028195742,-0.196342282,0.67647,3.643177067,4.833283245,0.793973347,0.763441274,46.86118001,32.05589178,0,3,2,2,0,8.05
0.129527228,67.9275866,0.593104507,0.030258299,-0.02395837,0.68103,4.016210926,4.772569969,0.859212103,0.811296883,46.54452879,36.77867143,0,3,2,2,0,5.77
0.043862542,335.808169,0.902401344,0.029385218,-0.038741549,0.68519,3.924265621,4.691721467,0.849401438,0.806112921,37.75994411,29.52872085,0.166666667,3,1,1,0,7.42
-0.214040013,116.0865343,0.616891048,0.030394411,-0.030142139,0.67969,3.910935791,4.894630944,0.835549133,0.795907677,46.24170636,33.15932885,0.142857143,3,2,2,0,5.54
0.044485332,733.5737609,0.876846123,0.027927029,-0.10062414,0.68571,3.715284912,4.812815142,0.796244429,0.763480732,47.3202834,33.68525828,0.908560296,4,2,2,1,7.07
-0.220695077,-546.2114317,0.780883076,0.027331206,0.087033308,0.67361,3.41144438,4.328555924,0.745357565,0.688668087,72.72039884,43.38573886,0,3,1,1,1,5.92
0.552863411,781.2888407,0.70889824,0.027987025,-0.130232269,0.67763,3.941635959,5.002544643,0.821778263,0.786866492,49.03898647,36.44538618,0,3,2,2,0,8.57
0.556681323,-50.02533864,0.649647116,0.031079285,0.014692145,0.71875,4.004013284,4.548097411,0.860501665,0.805849274,32.50111684,28.57004795,0,3,2,2,0,7.58
0.523993972,18.93794078,0.773034158,0.028876431,-0.235266976,0.68382,3.419086111,4.851581617,0.794231349,0.767421196,49.24428281,31.80436825,0.166666667,4,3,3,0,6.99
0.716173158,876.1918748,0.907122712,0.028093144,-0.17395294,0.6875,3.868500777,4.965165335,0.778844647,0.74733185,59.21176265,42.83616649,0,5,4,4,1,9
0.319429298,810.8139845,0.840127125,0.028889743,-0.252213847,0.66447,3.953783697,5.152648704,0.837863509,0.7997352,47.78873492,31.2929788,0,3,1,1,1,6.85
0.541845303,24.05842919,0.398558465,0.034068573,0.068395849,0.68,3.84896335,4.697845823,0.8605009,0.820166038,35.41151109,27.14751939,0.166666667,2,2,2,0,7.15
0.304168816,226.5609187,0.973969965,0.0282412,-0.101914651,0.66935,3.681824298,4.785102583,0.813427322,0.780695323,45.5875542,34.81124687,0,3,2,2,0,5.61
-0.110836982,-241.2374874,0.312971181,0.034133911,0.105418359,0.64423,3.867521353,4.441713583,0.852625654,0.785003105,46.91195866,35.82062893,1.647778863,1,0,0,0,5.9
0.406261191,-354.7507905,0.404383093,0.035167485,-0.194286035,0.6875,3.488896495,4.608409591,0.770987749,0.744513766,49.5946868,33.06655897,0.166666667,3,3,3,0,7.62
0.360365101,517.8673075,0.745266504,0.029741478,-0.07390492,0.69444,3.689199099,4.730388542,0.846986626,0.80751176,39.1878128,29.84147917,0,3,2,2,0,7.48
-1.146827904,-1190.292079,0.559820707,0.034231636,-0.18855142,0.64103,3.758115284,5.332112021,0.734715043,0.714814787,123.5659277,65.86522288,2.77555847,1,0,0,3,2.492144128
0.106222228,354.0266147,0.853984534,0.027339854,-0.22977857,0.65833,3.735781544,4.628848958,0.833337819,0.764431553,52.61417975,33.19214648,0.5,3,1,1,0,6.73
0.265127801,-249.8855123,1.067063532,0.026313655,0.031881023,0.69231,4.084874342,4.830183126,0.895752744,0.822808012,36.39655981,26.20513179,0,3,1,1,0,6.08
-0.149973689,-152.767405,1.556056775,0.025521792,-0.168881635,0.67143,3.801726037,4.925086498,0.814818889,0.780164393,50.22273984,34.47179649,0.391486764,2,2,2,0,8.24
-0.121955324,141.0479496,0.782503193,0.02706982,-0.150012004,0.63793,3.98440429,4.589055452,0.845711675,0.775327165,48.56324561,33.45813169,0,3,0,0,0,7.38
0.088823391,75.12342052,0.801557491,0.026217068,0.051031667,0.72414,3.81944463,4.950419141,0.901411428,0.826628784,48.90420961,27.37109535,0,5,3,3,0,7.92
-0.175754439,-88.72931765,0.892193958,0.032032339,-0.194333712,0.65,3.770588424,4.88385619,0.865340297,0.803686752,51.38589348,30.29492537,0,3,1,1,0,9
0.079915029,1057.506677,0.947021241,0.026494748,-0.221196736,0.66667,3.943056625,4.877316637,0.825699504,0.780629517,44.31931549,31.82749854,0,4,0,0,0,7.51
-0.456997265,110.3516952,0.551455124,0.030037156,0.074299771,0.66667,4.132449468,4.933643863,0.898356853,0.83187698,42.02507323,31.00314088,0.512992784,3,3,3,0,7.17
-0.429353821,924.3529352,0.312859459,0.026552551,-0.047526022,0.675,3.859064126,4.680832987,0.821135424,0.784613181,43.74845129,36.15137484,0.5,3,3,3,0,6.51
0.089382702,238.587978,0.801844496,0.028515921,-0.138938059,0.69118,3.569703536,4.687075697,0.778277887,0.745708156,51.65438211,35.76068293,0,4,2,2,0,7.62
-0.151686558,-80.43998847,0.663031946,0.025675808,0.10140936,0.67,3.152358001,4.003701696,0.752302854,0.686401027,55.05336413,34.52840949,0,3,1,1,1,4.89
0.102564108,653.1545323,0.736960746,0.027147851,-0.260962735,0.7,4.243828961,5.094102191,0.907277906,0.855548243,39.83897592,31.04948549,0,3,1,1,0,6.27
-0.018274115,613.898445,0.83396696,0.025602695,-0.044407951,0.68939,3.896291529,4.838343092,0.833140588,0.786754804,46.49920027,34.85643206,0,4,2,2,0,7.32
0.510130784,600.3209493,0.827605166,0.028793263,-0.037996288,0.6875,3.682905533,4.922137842,0.86773074,0.829936914,40.47303673,30.17516892,0.166666667,3,2,2,0,7.85
0.171385166,1187.325894,1.296416199,0.024622895,-0.056369089,0.69444,3.685238536,4.994768005,0.829369471,0.792344817,49.11119643,31.77464584,0,3,2,2,0,4.86
-0.438065768,362.2209279,0.377048043,0.028150224,0.071577615,0.74138,3.485902344,3.985902344,0.71368471,0.681876508,52.24768308,46.477006,0,4,4,4,0,2.886056648
-1.765245434,-1233.47752,0.407100273,0.033185118,-0.189875796,0.63816,3.655712084,5.068092196,0.698335587,0.682455092,125.9903905,79.7087267,5.488465191,1,0,0,3,2.621602099
-0.164237486,14.89106376,0.710792961,0.026975351,-0.111213176,0.67143,3.379190446,4.439572262,0.751592092,0.700264558,68.1881662,40.31646274,0,4,2,2,1,5.68
0.003202077,-433.1211546,1.083911244,0.029030894,-0.154014183,0.65341,3.629391048,4.616182531,0.736610781,0.696324364,82.31147078,47.9533924,0.21930133,3,2,2,1,4.66
-1.415121078,-1170.297259,0.514138361,0.033247816,-0.147672423,0.63732,3.706220727,5.162916566,0.725236593,0.704266145,118.2737648,65.85586289,2.538509512,1,0,0,4,4.55
0.58564666,34.85606213,0.737310395,0.03046303,0.01870953,0.69231,3.718094991,4.777569011,0.855434394,0.815565809,36.94855829,27.45156693,0.166666667,3,2,2,0,8.22
0.551159678,1.83465482,1.058157611,0.026964859,0.057204507,0.72222,3.660058197,4.326724863,0.8023869,0.733987892,50.80778103,34.83260975,0,3,1,1,0,6.6
0.418412,329.5661215,0.666177742,0.030346917,-0.012859347,0.70192,3.504725078,4.621115365,0.827421019,0.788858033,39.95027994,28.27387266,0.166666667,3,2,2,0,7.7
-0.163200183,171.5415442,0.64943722,0.029527068,0.145818098,0.68056,3.767993393,4.418157288,0.909463683,0.82739352,29.3347454,23.05919051,0,3,2,2,0,7.25
0.06362321,231.2871441,0.73618607,0.028648359,-0.129175151,0.70714,3.777625645,4.696569919,0.791903207,0.756358031,56.28201904,39.80478357,0,5,3,3,0,8.66
0.129100933,-53.01355706,0.571670988,0.029872575,0.058143948,0.68182,4.011743774,4.871722661,0.867671313,0.804540946,55.5066867,35.17922921,0.5,3,3,3,0,6.73
-0.095635305,-229.5610658,1.216217864,0.025198687,0.071674176,0.68243,3.788350632,4.655668965,0.788175926,0.731296471,62.35945639,37.74709119,0,4,1,1,1,6.62
0.783798307,231.1202292,0.806258902,0.028457244,-0.137570389,0.69444,3.697911447,4.581828589,0.758029423,0.724751772,54.88656912,38.33089285,0,4,2,2,0,6.92
-0.12067063,681.5030131,0.615192879,0.025695542,-0.081026839,0.71094,3.306206112,4.110744714,0.693125404,0.66955132,54.07108461,46.90497797,0,4,4,4,0,6.42
0.013357709,48.27159643,0.829058389,0.026405759,-0.225408327,0.6875,4.005956373,4.801307266,0.842269632,0.804807388,47.89619229,37.92317995,0,2,1,1,0,5.77
-0.103683994,-175.721144,0.674072168,0.028479544,-0.081352964,0.65,3.870306061,4.84114747,0.829974071,0.777217593,58.60291223,35.85461405,0.409913825,3,3,3,0,6.82
0.143943007,194.0061692,0.771167096,0.028891239,-0.171490142,0.68382,3.470023574,4.649603466,0.763799893,0.733393292,53.25942587,34.95706652,0,4,2,2,0,7.7
-0.12805971,-146.8433616,0.616891048,0.030228259,-0.032188104,0.66667,4.058380274,4.982313973,0.846951605,0.804920063,45.70252575,34.33018542,0.650697637,3,2,2,0,6.06
0.022990849,-95.44722406,0.686963879,0.029172905,0.006000046,0.66129,4.041092818,4.675077819,0.851275105,0.783648485,51.11816581,35.81964269,0.430674364,2,1,1,0,5.96
0.148573694,891.1350712,0.70889824,0.028494962,-0.116820276,0.68919,3.853442209,5.002544643,0.821778263,0.791300465,49.15221167,35.48620265,0,3,2,2,0,8.1
-0.067490124,-313.5812004,1.255323575,0.026910038,-0.145621166,0.69512,3.576423542,4.600439581,0.753117977,0.703521617,75.91683711,44.69629653,0,5,2,2,1,7.08
0.471541986,206.0418321,0.710269907,0.02795974,0.087595309,0.73958,3.814015604,4.641314642,0.878138399,0.81029663,40.55794415,27.07495831,0,3,1,1,0,7
0.489479938,-167.9196813,0.540817364,0.028048921,-0.003005795,0.625,3.485968214,4.257098975,0.811196223,0.766411176,43.95761679,29.68138085,0.655185349,1,0,0,0,5.07
0.57171396,-198.3064228,0.356622078,0.034631058,0.08785919,0.70833,3.991446071,4.671928095,0.877863814,0.832087183,33.26376138,27.23499014,0.166666667,3,3,3,0,7.15
-0.144810306,-429.6784663,0.590511655,0.025914637,0.10890936,0.67708,2.727610519,3.576526993,0.686545544,0.621476439,58.53913864,40.51721225,0,3,1,1,1,5.55
-0.229418118,91.6645911,1.133159238,0.024753114,-0.105002874,0.72727,3.535511609,4.293241555,0.732887587,0.701631459,54.74618225,46.24919949,0,6,4,4,0,6.28
-0.172003184,-872.8351557,0,0.057365291,-0.074681951,0.56061,2.099117559,3.452602532,0.533160077,0.531836208,79.59528978,65.39748378,0.5,0,0,0,2,5.08
0.314465968,374.3782827,0.698998313,0.027986749,-0.090694444,0.64815,3.827699175,4.915431017,0.875455928,0.827163487,41.62725882,25.83760015,0.1,2,1,1,0,5.09
-0.147466287,305.3795748,0.682397691,0.028676391,-0.062457916,0.70313,3.815936824,5.107812461,0.87194077,0.826519029,43.57484921,28.29118002,0,4,3,3,0,7.01
0.604579834,84.34547295,0.718234282,0.030602932,0.024451562,0.70192,3.829347676,4.685971707,0.85325875,0.810531076,37.45756672,28.85468288,0.166666667,3,2,2,0,8.52
0.073532779,-156.7348858,1.505751904,0.025887622,-0.175848673,0.68182,3.609986788,4.709506614,0.74494783,0.703595397,76.24939384,42.73946201,0,4,3,3,1,8.73
0.046165095,550.5740994,0.664791963,0.026905023,-0.225408327,0.67188,3.995690404,4.898134493,0.85112602,0.817898211,45.58293177,36.90894099,0,2,1,1,0,6.08
0.15382748,-515.3564713,0.496609742,0.029368934,-0.067555516,0.66912,3.795121952,5.047228152,0.838080355,0.804195046,47.63665021,31.79463334,0.869455364,2,2,2,1,6.21
0.312961883,228.1373551,1.282461129,0.025638335,-0.065279899,0.68605,4.034865734,5.171302302,0.843704278,0.785319932,63.77221659,38.22912294,0.409913825,5,2,2,1,8.57
0.415972216,239.3188305,0.801844496,0.028515921,-0.165117757,0.69853,3.80531225,4.65215372,0.787580817,0.746875764,49.95371011,35.12295226,0,4,2,2,0,8.72
-0.363641135,419.7710223,0.377048043,0.028150224,0.064075011,0.74138,3.410867841,3.921506139,0.705993953,0.673777587,53.80072452,48.03651664,0,4,4,4,0,4.28
