naAromAtom,nAromBond,BCUTc-1l,BCUTc-1h,BCUTp-1h,SpMax1_Bhm,SpMin1_Bhm,SpMin3_Bhm,SpMin4_Bhm,SpMax1_Bhv,SpMax2_Bhv,SpMin1_Bhv,SpMin7_Bhv,SpMax1_Bhe,SpMax3_Bhe,SpMin1_Bhe,SpMin2_Bhe,SpMin4_Bhe,SpMin6_Bhe,SpMin8_Bhe,SpMax1_Bhp,SpMax2_Bhp,SpMax3_Bhp,SpMin1_Bhp,SpMax1_Bhi,SpMin1_Bhi,SpMin2_Bhi,SCH-6,VCH-5,SpMAD_Dt,SHaaCH,SaaN,minHBa,maxaaN,hmin,nAtomP,MDEN-22,MDEN-23,MLFER_A,MLFER_BH,piPC5,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,nTRing,WTPT-4,WTPT-5,pChemBL
6.0,6.0,-0.378109512,0.27246309,9.965596796,3.889193068,1.93462665,1.701677898,1.470686837,3.834820975,3.692816795,1.971436886,1.133059681,3.916685031,3.612696882,1.868786589,1.754047139,1.32317885,1.018928274,0.845873148,3.826256732,3.668740536,3.399960892,1.987402441,3.938213212,1.852501298,1.713411094,0.23814483600000005,0.0,18.67177699,2.077773216,0.0,1.905510114,0.0,0.072783922,12.0,0.944940787,0.825481812,0.598,3.1010000000000004,5.510147158,5.797102037999999,5.87449173,5.869561709,6.058538913,7.775892519,3.397245007,3.0,13.31050541,12.73189911,5.76
28.0,31.0,-0.333161479,0.170542996,12.8567397,4.143285495,2.161591892,1.84661763,1.817995845,4.108128156,3.741779694,2.189594559,1.192678423,4.157630225,3.810693122,2.129571186,1.789143979,1.740587083,1.227373874,0.918886192,4.102382635,3.73234226,3.710264274,2.195886728,4.17731739,2.113771556,1.758593558,0.38556783,0.0,25.05446726,7.2874894710000016,22.12933554,3.245083302,4.898330026,-0.116157171,22.0,3.036923514,0.0,0.444,2.544,6.852143462999999,7.877749679,8.408447613,8.882477918,9.236462697999999,10.23790722,16.76159983,6.0,0.0,23.55318944,8.34
15.0,16.0,-0.418588124,0.396522015,11.04098606,4.091902987,2.006900483,1.728365849,1.639829414,3.969123324,3.836185556,2.037647874,1.285229005,4.10576656,3.681971637,1.928225762,1.82866449,1.523281914,1.091629848,0.929246102,3.949318802,3.82799163,3.485967088,2.060353323,4.156876386,1.906678862,1.784857643,0.437686598,0.025,21.39821308,2.407987293,9.010492646,2.025023736,4.63650522,0.003573909,11.0,0.333333333,1.891483218,0.595,2.031,6.204936479,7.032548409,7.466158277999999,7.739964429,8.046408007,9.220378106,7.940159444,5.0,5.510372922999999,16.00598463,7.39
25.0,29.0,-0.214902055,0.43234026,11.07705567,4.1607784080000005,2.202810465,1.859611312,1.653604149,4.135474877,3.9624962,2.194370803,1.348290377,4.182422444,3.803360628,2.150817547,1.944661488,1.48431312,1.302478317,0.935910074,4.135881239,3.951790756,3.74207064,2.188736421,4.207828349,2.138853011,1.917333328,0.449487238,0.028867513,26.7622816,7.606239978,3.875414222,1.303225939,3.875414222,0.14758596699999998,25.0,0.0,0.7071067809999999,0.003,1.16,6.832425407000001,7.960803444,8.567101778,9.157929677,9.627246487,10.49624942,21.66380462,8.0,2.391425005,12.11410444,4.82
12.0,12.0,-0.374992844,0.206195599,11.34110553,3.998458867,1.982749722,1.84024549,1.743014228,3.843858474,3.8168655,1.996080529,1.285229005,3.948850629,3.753765025,1.885448203,1.804061392,1.570037933,1.318822388,0.966788624,3.848294099,3.799150481,3.615179896,1.999735191,3.987289557,1.865431821,1.7622629580000002,0.439238079,0.041666667,20.51830592,2.142658815,8.88547065,0.474270848,4.531734545,-0.086338635,7.0,0.5,0.977846045,0.18,2.8480000000000003,5.736975442,6.015318392999999,6.24858673,6.369900983,6.4395500320000005,8.085544516,2.927130298,5.0,5.620888067999999,15.57796155,6.23
21.0,24.0,-0.32443469,0.141725079,11.36009821,4.136868658,2.133249633,1.856820769,1.691448811,4.0709329589999985,3.853278705,2.154886841,1.094333951,4.156264689,3.822072507,2.078371778,1.906005159,1.574098984,1.037430527,0.7986202309999999,4.063275926,3.857291092,3.712025802,2.162309375,4.194836943,2.058451574,1.879777547,0.6540172679999999,0.223783754,21.15712595,5.978040878,9.219379192,6.466344772999999,4.830705782,0.000247898,21.0,0.333333333,1.4142135619999998,0.18,1.531,6.520897231,7.668320133,8.191355921,8.623285939,9.042679223,10.01170769,19.27756086,6.0,0.0,12.30721988,6.67
29.0,32.0,-0.30232707,0.22188452,11.95283416,4.179693011,2.053878562,1.965732153,1.909442701,4.077294203,3.849323871,2.090961081,1.506944214,4.191322086,3.88438989,1.994616004,1.901818638,1.820625901,1.357570056,1.217637344,4.0590808130000005,3.849032735,3.820004004,2.102655627,4.234574203,1.968246637,1.878557651,0.840194509,0.061889151,36.89617493,8.093539153,13.85816228,2.088680992,4.637144903,-0.1570384,24.0,1.759824211,2.452775544,0.45,4.507,6.883494604,7.946645208,8.501132087,9.024279489,9.474990334,10.39353176,13.55762773,15.0,2.575620024,26.44921623,6.02
29.0,32.0,-0.285311375,0.220107045,11.91754407,4.724445037,2.048893082,1.953864531,1.897727924,4.077550389,3.944708369,2.0927218880000003,1.372994749,4.191520533,3.878103503,1.996198329,1.933694709,1.815678864,1.311810408,1.039051439,4.077209995,4.053161019,3.833616814,2.10202796,4.2346243480000005,1.975647445,1.939132874,0.5,0.02236068,33.62789884,8.002335996000001,13.58265164,2.003961655,4.53466374,0.041602416,24.0,2.114371018,1.654588099,0.359,3.07,6.856100077000001,7.919384599,8.461236077999999,9.004846301,9.461549955,10.3708344,17.26019238,13.0,4.968138655,19.35962599,6.96
6.0,6.0,-0.378130807,0.239520635,12.30481454,3.944657911,1.970845936,1.859507513,1.792596998,3.86056845,3.78437508,2.028885371,1.333258939,3.969828526,3.765573119,1.90244371,1.82172633,1.614587218,1.331125133,1.018928274,3.846424191,3.773787061,3.572673819,2.0466471,4.003892886,1.873861473,1.798710455,0.364547899,0.0,24.40699866,2.095606391,0.0,1.381869567,0.0,-0.091114809,15.0,0.25,1.66804454,0.35700000000000004,4.392,5.96148847,6.559349621,6.939496165,7.279706691,7.576641785,8.795411877000001,4.0310592189999985,6.0,8.203353201,19.92945356,7.54
18.0,19.0,-0.378152142,0.280247999,11.38343318,4.711631374,1.996337235,1.800029184,1.669664791,3.910329202,3.810192279,2.064751064,1.340816756,4.017855971,3.765109669,1.946498745,1.810884148,1.593832898,1.126577543,1.018928274,3.950298421,3.88656942,3.671650372,2.080896342,4.053048612,1.915576106,1.802562557,0.306186218,0.0,21.60017357,2.437996772,21.98444215,0.376571117,4.664613607,-0.046532051,25.0,4.699920332,2.09325977,0.606,4.058,6.254669804,6.996752963,7.45462048,7.841904347000001,8.167972537999999,9.282857235,8.73363881,4.0,7.859742838,30.39821226,8.41
