naAromAtom,nAromBond,BCUTc-1l,BCUTc-1h,BCUTp-1h,nBondsM,SpMin1_Bhm,SpMin2_Bhm,SpMin3_Bhm,SpMin4_Bhm,SpMax1_Bhv,SpMax2_Bhv,SpMin1_Bhv,SpMax1_Bhe,SpMax3_Bhe,SpMin1_Bhe,SpMin2_Bhe,SpMin4_Bhe,SpMin6_Bhe,SpMax1_Bhp,SpMax2_Bhp,SpMax3_Bhp,SpMin1_Bhp,SpMax1_Bhi,SpMin1_Bhi,SpMin2_Bhi,SCH-6,VCH-5,SpMAD_Dt,SHaaCH,SaaN,minHBa,maxaaN,hmin,nAtomP,MDEC-33,MDEN-22,MDEN-23,MLFER_A,MLFER_BH,piPC5,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,nTRing,WTPT-4,WTPT-5,pChemBL
0.072182752700596,0.004804596768329457,0.1301038232846006,0.3903785812655357,-1.0740822284039784,-0.10794757518341694,-0.30019688490352364,0.6349050233446083,-0.2597829395958144,-0.38660381100689895,-0.07718316231624778,-0.3018451035392177,-0.519062164609539,-0.07968275622624076,0.47268852772482617,-0.15762837727692922,0.18734084853533947,-0.5435340571057502,-0.9987778554553282,-0.26834650976653696,-0.4520691948816319,0.25257676666765044,-0.49707753652448783,-0.00927731701234213,-0.10211310249143565,-0.0030545683256615343,-0.23406143801334275,-0.49099415913138156,-0.5918018090592542,-0.1430256170628463,0.38651020883711495,0.17568071955497025,0.4232935842537907,0.2670987101563901,-0.9733219980549882,-0.39238426802418974,-0.5751729438367682,0.29113808667554975,-0.3789311256763274,-0.7301964709895625,-0.07743809710856912,-0.1714203889992594,-0.18296599930731325,-0.14011649604308427,-0.26066176780144196,-0.2382063307570907,-0.5130991995132994,-0.7119308519159648,-0.7380185965062775,0.0761468160466537,6.8
-0.6870630394920715,-0.656058449106188,-0.14863003881404915,-0.13673257101147188,-1.6170490695896638,-0.9937162537678035,-1.4818998680598605,-1.6404043242355957,-0.10676611931511676,-1.3126219680633586,-1.8092288879550626,-2.5477557556600816,-0.1106475334637296,-1.0660138530480916,-0.9538683606086512,-1.0539611016243626,-1.9926326515668409,-1.0196658659349909,-0.9987778554553282,-2.1453062585515177,-2.440851077702128,-1.3466743680405902,0.2609484142704096,-0.7513721740330505,-1.3735006074851523,-2.123313930373456,-0.673783844333391,-0.8838287073913003,-1.0731039069350083,-1.146997742488334,1.8848514617051146,0.3944902178374257,0.4861695394954471,1.141786815092453,-0.33990164288061875,-1.6638969076421006,1.7046270458312676,2.016279645087282,-0.3789311256763274,-0.2521681587212497,-0.6247970114701751,-0.35028377075472245,-0.3329782135428008,-0.28096730107365775,-0.31449673003584555,-0.4047841066981077,-0.3516855280601665,-0.7119308519159648,0.03338318678059405,1.0419303769617734,5.89
0.8314285448932635,0.6656676426428471,-0.0780497365700927,-0.26855047865938003,-1.2014159284949002,0.6301929903035719,1.698668438438132,0.6345793243355272,0.3140138259085162,0.3933997287016753,0.3400051427661266,0.23851689405022886,0.8953953190614253,-0.3352114515297729,0.2176640846550419,1.2858945040108456,0.6455991574285763,0.1189721398852192,-0.01811757281206517,0.3028065304974412,0.1386202841054161,0.3813595633973728,0.5914738457314249,-0.47511387880822875,1.316778261255337,0.6296682442848264,-0.7893635498559075,-0.8838287073913003,0.06985624100242609,1.6018804022831499,-0.27829092317810666,3.0261685924401474,0.26689385239617003,-0.8579210374266696,-0.33990164288061875,-1.2993044594556147,-0.9980105041417239,-1.4210300052601461,-0.9083013325306593,-1.0504947935822984,-0.1409595464794514,-0.5184714247240793,-0.5378387878679421,-0.42463851715328865,-0.7209874830711702,-0.6008256294329997,-0.262767924719727,-0.34924670531133967,-0.6086644751297126,-1.3945121361024133,6.49
-0.07966640573793751,0.004804596768329457,-0.408510433569253,-0.1017520778399215,-1.1468463196428103,-0.10794757518341694,-1.1256879276045961,-0.004205707697321399,0.5234242424301213,0.2032662797554785,-0.6405594963446464,-0.5237546525365745,-0.31843364201858126,0.1094536685990237,0.07645065672033773,-0.9056778570052423,-0.5756165595448554,-0.051587284805696465,0.36385887868016187,-1.0438539213769926,-0.7359815859538679,-0.15295868855931624,0.03049694476226206,0.28940129837261475,-1.0763328933047471,-0.7565906516691225,-0.04434551638284393,-0.3017643965804229,-0.5953929148197539,-1.4885611311818416,2.569978322997671,0.17924039284071472,0.5516010320621564,-0.2422174129226218,-0.023191465293434042,-0.1382835231473693,2.302491838093021,1.4193246465948457,-0.9812367832528117,-0.21926742467849153,0.19842192063057326,0.4299211130219663,0.4496680689800978,0.5181098071585052,0.5441311887825505,0.4892928351615793,0.34380200519176773,-0.7119308519159648,0.46965261268385644,1.4720559873464705,7.05
0.22403191113912949,0.004804596768329457,0.19025634170003225,-0.12335013257919368,0.6501318008814372,0.03968053791398083,0.7918140815633318,1.1806687878746067,1.0542214048404115,0.9409405449767295,-0.5581466314349705,0.4957911010610471,0.4126866546416409,-0.6987333575348331,0.3959289712125705,0.34388595828596236,1.0024253628506363,0.8318197975169807,-1.38051233185974,-0.6803069549269701,0.40285730791888635,0.978584925896749,0.34866077478464125,-0.709547300683105,0.2834109224752635,0.9476286873582697,0.5912631345438888,1.7078564407754917,-0.1650689893062103,1.3178166303899768,-1.5640014498845871,0.11789280433538231,-2.0794084359766636,0.14299923387738547,0.9269390674681202,-0.5417020672166274,-1.1096576274177419,-0.8302348719639195,-0.5436240789198974,-0.9324392184876948,-0.10366344560815595,-0.07394488120574613,-0.052116033441719986,0.024762211956866065,0.015886879288503866,-0.06297822724428162,-0.43829333489813666,0.01343744129328554,-0.7070285512210316,-1.2935926537795068,5.23
0.072182752700596,0.004804596768329457,0.29413944731233843,0.3913097668050026,-0.11883851759118748,-0.2555756882808147,-0.2896676945957328,0.6669318564667099,1.2370320214327821,0.29564914847991547,-0.04148870676715986,-0.4007103167548603,-0.5139551511998702,-0.023653454819242612,0.5538741544148033,-0.15326862851830067,0.05494459919658212,0.9145419527882512,0.6625400399609928,-0.23681101036242005,-0.37007732145895417,0.39112297624317266,-0.49539653362207764,0.05329943611464205,-0.09860797962171969,-0.15991747750846994,0.22186059478833411,-0.49099415913138156,-0.16192713957933536,-0.21751258800100615,0.5205545942597551,0.3966072940207763,0.5865820193813753,-0.6452478984026792,-0.9733219980549882,-0.39238426802418974,-0.5751729438367682,0.6049948605722414,-0.3789311256763274,-0.3895771067821816,0.005534717043430457,-0.059557308963866074,-0.044990095526309073,0.02342014198447197,-0.04678285913021807,-0.06396541025703112,-0.6432353939719705,-0.34924670531133967,-1.2775069308399907,0.6127307204443078,8.05
0.8314285448932635,0.7978402518177505,0.28753459175862806,0.39129289491806474,1.0880795987778922,0.6301929903035719,-0.29700399780925657,0.7841430842267937,0.24594773526101088,-0.22456244373509815,-0.028420815202087814,1.7932517108933816,-0.39469117486773553,-0.058904494137219585,0.7007990952974472,-0.156515053236229,0.8846664477145234,-0.21562548018794628,0.597078815749343,0.5640352687110743,1.4877768410386147,0.6458053552013912,-0.39836092250242006,0.00846767053849603,-0.10150743193933805,0.8165405112632511,0.9131274782185974,0.8978857329960022,-0.05662390674544813,0.23359393699082004,0.526661057175933,-1.9501930778248524,0.4803593665493878,-0.00476945841204718,-0.6566118204678035,0.49208783741055556,-0.5751729438367682,0.29113808667554975,-0.3789311256763274,-0.9575986033439217,0.5558741664345277,0.35150026728045985,0.22787526242910908,0.18671442045269065,0.05319019792272944,0.16227882473059985,-0.34033153515819425,-0.34924670531133967,-1.2775069308399907,0.09106657237571059,5.57
0.67957938645473,0.6656676426428471,-0.14316995210497022,0.03204452705650631,-0.7290154544887335,0.7778211034009697,0.22679254284804953,0.5921294840521905,0.40937794038905284,0.49970509118247114,-0.09871905881995661,0.28941482552811076,0.507252898850887,0.4005433570036356,0.9774545476947005,0.281798520975483,0.6411166693204758,0.17251687372555566,1.149915730255,-0.3937812980899636,0.17616416527468137,0.9161621298978561,0.6400501327712428,0.6366498919135752,0.17558507528315614,0.663028641815658,0.316231033130416,-0.5795403668409869,0.40754491192054143,0.4022876199071158,1.2506235816757703,0.15765589578383815,0.5772192446335456,0.43791621246748247,1.8770696002296743,-0.18607128459538574,1.9883259855788837,2.103558572254856,-0.9106540890055674,-0.19120503387731494,0.6968750824065478,0.676760534202147,0.6390676203617647,0.5668158500024039,0.6076779431045328,0.6136244602737273,0.2980505735169778,0.01343744129328554,0.48280047071851084,1.539384836640753,7.57
-1.5981579901232725,-1.5812667133305127,-0.14284299240067175,0.024079832646728413,-0.6899304401506791,-1.4366005930599968,-1.4557946208695136,-0.6609189070304654,-0.35820931903694414,0.11679218047349313,-0.9935734424818671,-0.8017519913282722,-1.2826241694887,-1.0772268735746031,-1.3789709967646409,-1.402775769684856,-0.5204278369512518,-0.19350747745683192,-0.9640504610337078,-1.09205101617611,-1.0162499497406157,-1.548621016177778,-0.9500391051211502,-1.037421579624136,-1.3680861169225345,-0.578441567005381,-0.08748456253891981,-0.26270274569550683,-0.4965335265146702,-0.9630419381756655,-1.5640014498845871,-0.314806976998804,-2.0794084359766636,0.8202630888994659,-1.2900321756421729,0.0956792389567416,-1.1096576274177419,-0.014286781093780638,-0.9600619749786384,0.3119826632472247,-1.1230342090182317,-1.2313319183505351,-1.3504490938107527,-1.4607109159748928,-1.3890912917968947,-1.3702695329171326,-1.2356643587611449,-0.34924670531133967,0.4870019570857761,-0.7010538223251467,7.26
0.072182752700596,0.004804596768329457,0.29422142322969025,-0.3021527140900963,-0.11990711363512437,-0.2555756882808147,-0.33529653907357787,0.5530226591746855,-0.31092029066714943,0.38248570569973583,-0.2264602901993206,-0.4967470565337516,-0.7929693887357804,-0.1520164006397232,0.27068935542782185,-0.4291914320930763,0.038120695655466864,0.12935601968826077,0.7545965145161911,-0.4012653156202275,-0.4208821909541283,0.26529683241248203,-0.9374991169245902,-0.03323032044518736,-0.4104744148292445,-0.17068628472125266,0.316231033130416,1.0304475300119973,-0.45686261429748626,-0.1787727545742016,0.5709529297700476,0.5667322798932722,0.710568107037322,-0.7778197727616207,-0.9733219980549882,-0.8739123245968095,-0.5751729438367682,0.6049948605722414,-0.3789311256763274,-0.26958619439094555,-0.2726436141219071,-0.3373492395968798,-0.3237260476994858,-0.22156730476601455,-0.29115774615593265,-0.3314771462891893,-0.7104242711064995,-0.34924670531133967,-1.2775069308399907,0.6034468861721114,8.54
